, 14.3782182156454
-18.2209999999978, 14.2906384148036
-18.2199999999978, 14.2896432188441
-18.2189999999978, 14.2886480235416
-18.2179999999978, 14.2876528288953
-18.2169999999978, 14.2866576349067
-18.2159999999978, 14.2856624415752
-18.2149999999978, 14.2846672489004
-18.2139999999978, 14.2836720568838
-18.2129999999978, 14.2826768655248
-18.2119999999978, 14.2816816748227
-18.2109999999978, 14.2806864847791
-18.2099999999978, 14.2796912953937
-18.2089999999978, 14.2786961066656
-18.2079999999978, 14.2777009185968
-18.2069999999978, 14.2767057311857
-18.2059999999978, 14.2757105444332
-18.2049999999978, 14.2747153583395
-18.2039999999978, 14.2737201729041
-18.2029999999978, 14.2727249881283
-18.2019999999978, 14.2717298040114
-18.2009999999978, 14.2707346205532
-18.1999999999978, 14.2697394377551
-18.1989999999978, 14.268744255616
-18.1979999999978, 14.2677490741363
-18.1969999999978, 14.2667538933169
-18.1959999999978, 14.2657587131572
-18.1949999999978, 14.264763533657
-18.1939999999978, 14.2637683548174
-18.1929999999978, 14.2627731766383
-18.1919999999978, 14.2617779991187
-18.1909999999978, 14.2607828222607
-18.1899999999978, 14.2597876460628
-18.1889999999978, 14.2587924705257
-18.1879999999978, 14.2577972956498
-18.1869999999978, 14.2568021214349
-18.1859999999978, 14.2558069478809
-18.1849999999978, 14.2548117749885
-18.1839999999978, 14.2538166027576
-18.1829999999978, 14.2528214311878
-18.1819999999978, 14.2518262602804
-18.1809999999978, 14.2508310900344
-18.1799999999978, 14.249835920451
-18.1789999999978, 14.2488407515294
-18.1779999999978, 14.2478455832699
-18.1769999999978, 14.2468504156733
-18.1759999999978, 14.2458552487391
-18.1749999999978, 14.2448600824672
-18.1739999999978, 14.2438649168585
-18.1729999999978, 14.2428697519129
-18.1719999999978, 14.2418745876298
-18.1709999999978, 14.2408794240106
-18.1699999999978, 14.2398842610545
-18.1689999999978, 14.2388890987615
-18.1679999999978, 14.2378939371327
-18.1669999999978, 14.2368987761677
-18.1659999999978, 14.235903615866
-18.1649999999978, 14.2349084562289
-18.1639999999978, 14.233913297256
-18.1629999999978, 14.2329181389468
-18.1619999999978, 14.2319229813028
-18.1609999999978, 14.2309278243231
-18.1599999999978, 14.2299326680076
-18.1589999999978, 14.228937512358
-18.1579999999977, 14.2279423573721
-18.1569999999977, 14.2269472030525
-18.1559999999977, 14.2259520493978
-18.1549999999977, 14.2249568964081
-18.1539999999977, 14.2239617440844
-18.1529999999977, 14.2229665924264
-18.1519999999977, 14.2219714414336
-18.1509999999977, 14.2209762911075
-18.1499999999977, 14.2199811414472
-18.1489999999977, 14.2189859924526
-18.1479999999977, 14.2179908441252
-18.1469999999977, 14.2169956964638
-18.1459999999977, 14.2160005494689
-18.1449999999977, 14.2150054031411
-18.1439999999977, 14.2140102574803
-18.1429999999977, 14.2130151124858
-18.1419999999977, 14.2120199681593
-18.1409999999977, 14.2110248244999
-18.1399999999977, 14.2100296815074
-18.1389999999977, 14.2090345391831
-18.1379999999977, 14.2080393975264
-18.1369999999977, 14.2070442565369
-18.1359999999977, 14.2060491162164
-18.1349999999977, 14.2050539765635
-18.1339999999977, 14.2040588375785
-18.1329999999977, 14.2030636992627
-18.1319999999977, 14.2020685616143
-18.1309999999977, 14.2010734246357
-18.1299999999977, 14.2000782883256
-18.1289999999977, 14.1990831526841
-18.1279999999977, 14.198088017712
-18.1269999999977, 14.1970928834092
-18.1259999999977, 14.1960977497751
-18.1249999999977, 14.1951026168112
-18.1239999999977, 14.1941074845168
-18.1229999999977, 14.1931123528915
-18.1219999999977, 14.1921172219371
-18.1209999999977, 14.191122091652
-18.1199999999977, 14.1901269620371
-18.1189999999977, 14.1891318330929
-18.1179999999977, 14.1881367048193
-18.1169999999977, 14.1871415772154
-18.1159999999977, 14.186146450283
-18.1149999999977, 14.1851513240215
-18.1139999999977, 14.1841561984303
-18.1129999999977, 14.1831610735111
-18.1119999999977, 14.1821659492627
-18.1109999999977, 14.1811708256855
-18.1099999999977, 14.1801757027801
-18.1089999999977, 14.1791805805461
-18.1079999999977, 14.1781854589842
-18.1069999999977, 14.1771903380945
-18.1059999999977, 14.1761952178762
-18.1049999999977, 14.1752000983308
-18.1039999999977, 14.1742049794576
-18.1029999999977, 14.1732098612564
-18.1019999999977, 14.1722147437283
-18.1009999999977, 14.1712196268733
-18.0999999999977, 14.1702245106905
-18.0989999999977, 14.1692293951812
-18.0979999999977, 14.1682342803453
-18.0969999999977, 14.1672391661822
-18.0959999999977, 14.1662440526928
-18.0949999999977, 14.1652489398772
-18.0939999999977, 14.1642538277347
-18.0929999999977, 14.1632587162667
-18.0919999999977, 14.1622636054729
-18.0909999999977, 14.1612684953526
-18.0899999999977, 14.1602733859069
-18.0889999999977, 14.1592782771359
-18.0879999999977, 14.158283169039
-18.0869999999977, 14.1572880616172
-18.0859999999977, 14.1562929548698
-18.0849999999977, 14.1552978487978
-18.0839999999977, 14.1543027434008
-18.0829999999977, 14.1533076386789
-18.0819999999977, 14.1523125346327
-18.0809999999977, 14.1513174312622
-18.0799999999977, 14.1503223285666
-18.0789999999977, 14.1493272265475
-18.0779999999977, 14.1483321252043
-18.0769999999977, 14.1473370245369
-18.0759999999976, 14.146341924546
-18.0749999999976, 14.1453468252316
-18.0739999999976, 14.1443517265929
-18.0729999999976, 14.1433566286317
-18.0719999999976, 14.1423615313474
-18.0709999999976, 14.1413664347391
-18.0699999999976, 14.1403713388085
-18.0689999999976, 14.1393762435553
-18.0679999999976, 14.1383811489789
-18.0669999999976, 14.1373860550804
-18.0659999999976, 14.1363909618596
-18.0649999999976, 14.1353958693161
-18.0639999999976, 14.1344007774509
-18.0629999999976, 14.1334056862636
-18.0619999999976, 14.1324105957543
-18.0609999999976, 14.1314155059234
-18.0599999999976, 14.1304204167709
-18.0589999999976, 14.1294253282974
-18.0579999999976, 14.1284302405026
-18.0569999999976, 14.127435153386
-18.0559999999976, 14.126440066949
-18.0549999999976, 14.1254449811913
-18.0539999999976, 14.1244498961121
-18.0529999999976, 14.1234548117131
-18.0519999999976, 14.1224597279936
-18.0509999999976, 14.1214646449531
-18.0499999999976, 14.1204695625932
-18.0489999999976, 14.1194744809133
-18.0479999999976, 14.118479399913
-18.0469999999976, 14.1174843195934
-18.0459999999976, 14.1164892399543
-18.0449999999976, 14.1154941609951
-18.0439999999976, 14.1144990827174
-18.0429999999976, 14.1135040051202
-18.0419999999976, 14.1125089282035
-18.0409999999976, 14.1115138519686
-18.0399999999976, 14.1105187764151
-18.0389999999976, 14.1095237015423
-18.0379999999976, 14.1085286273512
-18.0369999999976, 14.1075335538417
-18.0359999999976, 14.1065384810144
-18.0349999999976, 14.1055434088691
-18.0339999999976, 14.1045483374051
-18.0329999999976, 14.1035532666239
-18.0319999999976, 14.1025581965253
-18.0309999999976, 14.1015631271087
-18.0299999999976, 14.1005680583752
-18.0289999999976, 14.0995729903244
-18.0279999999976, 14.098577922956
-18.0269999999976, 14.0975828562714
-18.0259999999976, 14.0965877902698
-18.0249999999976, 14.0955927249512
-18.0239999999976, 14.0945976603165
-18.0229999999976, 14.0936025963655
-18.0219999999976, 14.0926075330979
-18.0209999999976, 14.0916124705143
-18.0199999999976, 14.0906174086152
-18.0189999999976, 14.0896223473997
-18.0179999999976, 14.0886272868687
-18.0169999999976, 14.0876322270225
-18.0159999999976, 14.0866371678606
-18.0149999999976, 14.0856421093835
-18.0139999999976, 14.0846470515911
-18.0129999999976, 14.0836519944843
-18.0119999999976, 14.0826569380623
-18.0109999999976, 14.0816618823254
-18.0099999999976, 14.0806668272746
-18.0089999999976, 14.0796717729093
-18.0079999999976, 14.0786767192291
-18.0069999999976, 14.0776816662355
-18.0059999999976, 14.0766866139277
-18.0049999999976, 14.0756915623057
-18.0039999999976, 14.0746965113706
-18.0029999999976, 14.0737014611219
-18.0019999999976, 14.0727064115592
-18.0009999999976, 14.0717113626841
-17.9999999999976, 14.0707163144955
-17.9989999999976, 14.0697212669933
-17.9979999999976, 14.068726220179
-17.9969999999976, 14.0677311740522
-17.9959999999976, 14.0667361286121
-17.9949999999976, 14.0657410838601
-17.9939999999975, 14.0647460397958
-17.9929999999975, 14.0637509964191
-17.9919999999975, 14.0627559537306
-17.9909999999975, 14.0617609117306
-17.9899999999975, 14.0607658704178
-17.9889999999975, 14.0597708297947
-17.9879999999975, 14.0587757898591
-17.9869999999975, 14.0577807506131
-17.9859999999975, 14.0567857120556
-17.9849999999975, 14.055790674187
-17.9839999999975, 14.0547956370077
-17.9829999999975, 14.0538006005181
-17.9819999999975, 14.052805564717
-17.9809999999975, 14.0518105296063
-17.9799999999975, 14.0508154951852
-17.9789999999975, 14.0498204614537
-17.9779999999975, 14.0488254284122
-17.9769999999975, 14.0478303960611
-17.9759999999975, 14.0468353644
-17.9749999999975, 14.0458403334296
-17.9739999999975, 14.0448453031497
-17.9729999999975, 14.0438502735599
-17.9719999999975, 14.0428552446617
-17.9709999999975, 14.0418602164546
-17.9699999999975, 14.040865188938
-17.9689999999975, 14.0398701621133
-17.9679999999975, 14.0388751359799
-17.9669999999975, 14.0378801105376
-17.9659999999975, 14.0368850857873
-17.9649999999975, 14.0358900617288
-17.9639999999975, 14.0348950383626
-17.9629999999975, 14.0339000156884
-17.9619999999975, 14.0329049937063
-17.9609999999975, 14.031909972417
-17.9599999999975, 14.0309149518201
-17.9589999999975, 14.0299199319155
-17.9579999999975, 14.0289249127043
-17.9569999999975, 14.0279298941862
-17.9559999999975, 14.0269348763606
-17.9549999999975, 14.0259398592289
-17.9539999999975, 14.0249448427905
-17.9529999999975, 14.0239498270452
-17.9519999999975, 14.0229548119941
-17.9509999999975, 14.0219597976371
-17.9499999999975, 14.0209647839733
-17.9489999999975, 14.0199697710043
-17.9479999999975, 14.0189747587295
-17.9469999999975, 14.0179797471489
-17.9459999999975, 14.016984736263
-17.9449999999975, 14.015989726072
-17.9439999999975, 14.0149947165756
-17.9429999999975, 14.0139997077746
-17.9419999999975, 14.013004699668
-17.9409999999975, 14.0120096922574
-17.9399999999975, 14.0110146855421
-17.9389999999975, 14.0100196795221
-17.9379999999975, 14.0090246741982
-17.9369999999975, 14.0080296695701
-17.9359999999975, 14.0070346656375
-17.9349999999975, 14.0060396624018
-17.9339999999975, 14.0050446598621
-17.9329999999975, 14.0040496580187
-17.9319999999975, 14.0030546568722
-17.9309999999975, 14.0020596564225
-17.9299999999975, 14.0010646566689
-17.9289999999975, 14.0000696576132
-17.9279999999975, 13.9990746592546
-17.9269999999975, 13.9980796615926
-17.9259999999975, 13.9970846646288
-17.9249999999975, 13.9960896683624
-17.9239999999975, 13.9950946727934
-17.9229999999975, 13.9940996779227
-17.9219999999975, 13.9931046837503
-17.9209999999975, 13.9921096902755
-17.9199999999975, 13.9911146974991
-17.9189999999975, 13.9901197054216
-17.9179999999975, 13.9891247140421
-17.9169999999975, 13.9881297233619
-17.9159999999975, 13.9871347333801
-17.9149999999975, 13.9861397440976
-17.9139999999975, 13.9851447555148
-17.9129999999974, 13.9841497676307
-17.9119999999974, 13.9831547804462
-17.9109999999974, 13.9821597939616
-17.9099999999974, 13.9811648081762
-17.9089999999974, 13.9801698230913
-17.9079999999974, 13.9791748387065
-17.9069999999974, 13.9781798550212
-17.9059999999974, 13.9771848720371
-17.9049999999974, 13.9761898897532
-17.9039999999974, 13.9751949081695
-17.9029999999974, 13.9741999272872
-17.9019999999974, 13.9732049471059
-17.9009999999974, 13.972209967625
-17.8999999999974, 13.9712149888461
-17.8989999999974, 13.9702200107682
-17.8979999999974, 13.9692250333914
-17.8969999999974, 13.968230056717
-17.8959999999974, 13.9672350807442
-17.8949999999974, 13.966240105473
-17.8939999999974, 13.9652451309045
-17.8929999999974, 13.9642501570375
-17.8919999999974, 13.9632551838732
-17.8909999999974, 13.9622602114117
-17.8899999999974, 13.9612652396526
-17.8889999999974, 13.9602702685966
-17.8879999999974, 13.9592752982436
-17.8869999999974, 13.9582803285932
-17.8859999999974, 13.9572853596468
-17.8849999999974, 13.9562903914036
-17.8839999999974, 13.9552954238635
-17.8829999999974, 13.9543004570274
-17.8819999999974, 13.9533054908954
-17.8809999999974, 13.9523105254669
-17.8799999999974, 13.9513155607429
-17.8789999999974, 13.9503205967232
-17.8779999999974, 13.9493256334077
-17.8769999999974, 13.948330670797
-17.8759999999974, 13.9473357088911
-17.8749999999974, 13.9463407476899
-17.8739999999974, 13.9453457871939
-17.8729999999974, 13.9443508274029
-17.8719999999974, 13.9433558683167
-17.8709999999974, 13.9423609099371
-17.8699999999974, 13.941365952262
-17.8689999999974, 13.9403709952934
-17.8679999999974, 13.9393760390307
-17.8669999999974, 13.9383810834734
-17.8659999999974, 13.9373861286228
-17.8649999999974, 13.9363911744789
-17.8639999999974, 13.9353962210406
-17.8629999999974, 13.9344012683097
-17.8619999999974, 13.9334063162855
-17.8609999999974, 13.9324113649678
-17.8599999999974, 13.9314164143574
-17.8589999999974, 13.9304214644542
-17.8579999999974, 13.9294265152584
-17.8569999999974, 13.9284315667703
-17.8559999999974, 13.9274366189897
-17.8549999999974, 13.9264416719165
-17.8539999999974, 13.9254467255521
-17.8529999999974, 13.9244517798954
-17.8519999999974, 13.9234568349467
-17.8509999999974, 13.9224618907068
-17.8499999999974, 13.9214669471755
-17.8489999999974, 13.9204720043521
-17.8479999999974, 13.9194770622382
-17.8469999999974, 13.9184821208337
-17.8459999999974, 13.9174871801375
-17.8449999999974, 13.9164922401511
-17.8439999999974, 13.9154973008736
-17.8429999999974, 13.9145023623063
-17.8419999999974, 13.9135074244486
-17.8409999999974, 13.9125124873005
-17.8399999999974, 13.9115175508627
-17.8389999999974, 13.9105226151352
-17.8379999999974, 13.9095276801176
-17.8369999999974, 13.9085327458107
-17.8359999999974, 13.9075378122147
-17.8349999999974, 13.9065428793287
-17.8339999999974, 13.9055479471544
-17.8329999999974, 13.904553015691
-17.8319999999974, 13.9035580849382
-17.8309999999973, 13.9025631548974
-17.8299999999973, 13.9015682255682
-17.8289999999973, 13.9005732969501
-17.8279999999973, 13.8995783690442
-17.8269999999973, 13.8985834418506
-17.8259999999973, 13.8975885153683
-17.8249999999973, 13.8965935895984
-17.8239999999973, 13.8955986645415
-17.8229999999973, 13.8946037401963
-17.8219999999973, 13.8936088165643
-17.8209999999973, 13.892613893645
-17.8199999999973, 13.891618971439
-17.8189999999973, 13.8906240499459
-17.8179999999973, 13.8896291291661
-17.8169999999973, 13.8886342090998
-17.8159999999973, 13.8876392897472
-17.8149999999973, 13.8866443711078
-17.8139999999973, 13.8856494531829
-17.8129999999973, 13.8846545359721
-17.8119999999973, 13.8836596194748
-17.8109999999973, 13.8826647036923
-17.8099999999973, 13.8816697886244
-17.8089999999973, 13.8806748742706
-17.8079999999973, 13.8796799606321
-17.8069999999973, 13.8786850477085
-17.8059999999973, 13.8776901354994
-17.8049999999973, 13.8766952240063
-17.8039999999973, 13.8757003132283
-17.8029999999973, 13.8747054031656
-17.8019999999973, 13.8737104938189
-17.8009999999973, 13.8727155851879
-17.7999999999973, 13.8717206772727
-17.7989999999973, 13.870725770074
-17.7979999999973, 13.8697308635909
-17.7969999999973, 13.8687359578247
-17.7959999999973, 13.8677410527753
-17.7949999999973, 13.866746148442
-17.7939999999973, 13.8657512448261
-17.7929999999973, 13.8647563419273
-17.7919999999973, 13.8637614397451
-17.7909999999973, 13.8627665382806
-17.7899999999973, 13.8617716375338
-17.7889999999973, 13.860776737504
-17.7879999999973, 13.8597818381924
-17.7869999999973, 13.858786939599
-17.7859999999973, 13.8577920417227
-17.7849999999973, 13.8567971445657
-17.7839999999973, 13.8558022481266
-17.7829999999973, 13.8548073524058
-17.7819999999973, 13.8538124574041
-17.7809999999973, 13.8528175631212
-17.7799999999973, 13.8518226695568
-17.7789999999973, 13.850827776712
-17.7779999999973, 13.8498328845865
-17.7769999999973, 13.8488379931798
-17.7759999999973, 13.8478431024933
-17.7749999999973, 13.8468482125264
-17.7739999999973, 13.8458533232791
-17.7729999999973, 13.8448584347521
-17.7719999999973, 13.8438635469446
-17.7709999999973, 13.8428686598586
-17.7699999999973, 13.8418737734926
-17.7689999999973, 13.8408788878469
-17.7679999999973, 13.8398840029224
-17.7669999999973, 13.8388891187188
-17.7659999999973, 13.8378942352358
-17.7649999999973, 13.8368993524745
-17.7639999999973, 13.8359044704345
-17.7629999999973, 13.8349095891157
-17.7619999999973, 13.8339147085191
-17.7609999999973, 13.8329198286442
-17.7599999999973, 13.8319249494909
-17.7589999999973, 13.8309300710605
-17.7579999999973, 13.8299351933519
-17.7569999999973, 13.8289403163653
-17.7559999999973, 13.8279454401019
-17.7549999999973, 13.8269505645615
-17.7539999999973, 13.8259556897432
-17.7529999999973, 13.8249608156484
-17.7519999999973, 13.8239659422773
-17.7509999999973, 13.8229710696285
-17.7499999999973, 13.8219761977039
-17.7489999999972, 13.8209813265023
-17.7479999999972, 13.8199864560252
-17.7469999999972, 13.8189915862718
-17.7459999999972, 13.8179967172422
-17.7449999999972, 13.8170018489376
-17.7439999999972, 13.816006981357
-17.7429999999972, 13.8150121145008
-17.7419999999972, 13.8140172483695
-17.7409999999972, 13.8130223829633
-17.7399999999972, 13.8120275182816
-17.7389999999972, 13.8110326543254
-17.7379999999972, 13.8100377910948
-17.7369999999972, 13.8090429285888
-17.7359999999972, 13.8080480668092
-17.7349999999972, 13.8070532057553
-17.7339999999972, 13.8060583454271
-17.7329999999972, 13.8050634858251
-17.7319999999972, 13.8040686269494
-17.7309999999972, 13.8030737687999
-17.7299999999972, 13.802078911377
-17.7289999999972, 13.8010840546811
-17.7279999999972, 13.8000891987114
-17.7269999999972, 13.7990943434694
-17.7259999999972, 13.7980994889538
-17.7249999999972, 13.797104635166
-17.7239999999972, 13.7961097821056
-17.7229999999972, 13.7951149297727
-17.7219999999972, 13.7941200781679
-17.7209999999972, 13.7931252272909
-17.7199999999972, 13.7921303771415
-17.7189999999972, 13.7911355277209
-17.7179999999972, 13.7901406790283
-17.7169999999972, 13.7891458310642
-17.7159999999972, 13.7881509838292
-17.7149999999972, 13.787156137323
-17.7139999999972, 13.7861612915453
-17.7129999999972, 13.785166446497
-17.7119999999972, 13.7841716021781
-17.7109999999972, 13.7831767585883
-17.7099999999972, 13.7821819157285
-17.7089999999972, 13.7811870735986
-17.7079999999972, 13.7801922321979
-17.7069999999972, 13.779197391528
-17.7059999999972, 13.778202551588
-17.7049999999972, 13.7772077123782
-17.7039999999972, 13.776212873899
-17.7029999999972, 13.7752180361507
-17.7019999999972, 13.7742231991327
-17.7009999999972, 13.7732283628463
-17.6999999999972, 13.7722335272903
-17.6989999999972, 13.7712386924663
-17.6979999999972, 13.7702438583736
-17.6969999999972, 13.7692490250121
-17.6959999999972, 13.768254192383
-17.6949999999972, 13.7672593604854
-17.6939999999972, 13.7662645293197
-17.6929999999972, 13.7652696988866
-17.6919999999972, 13.7642748691859
-17.6909999999972, 13.763280040217
-17.6899999999972, 13.7622852119815
-17.6889999999972, 13.7612903844788
-17.6879999999972, 13.7602955577088
-17.6869999999972, 13.7593007316719
-17.6859999999972, 13.7583059063686
-17.6849999999972, 13.7573110817981
-17.6839999999972, 13.7563162579622
-17.6829999999972, 13.7553214348594
-17.6819999999972, 13.7543266124904
-17.6809999999972, 13.7533317908557
-17.6799999999972, 13.7523369699555
-17.6789999999972, 13.7513421497889
-17.6779999999972, 13.7503473303573
-17.6769999999972, 13.7493525116602
-17.6759999999972, 13.7483576936983
-17.6749999999972, 13.7473628764713
-17.6739999999972, 13.746368059979
-17.6729999999972, 13.7453732442225
-17.6719999999972, 13.7443784292014
-17.6709999999972, 13.7433836149155
-17.6699999999972, 13.7423888013658
-17.6689999999972, 13.7413939885522
-17.6679999999972, 13.7403991764739
-17.6669999999971, 13.7394043651323
-17.6659999999971, 13.7384095545274
-17.6649999999971, 13.7374147446583
-17.6639999999971, 13.7364199355265
-17.6629999999971, 13.7354251271314
-17.6619999999971, 13.7344303194732
-17.6609999999971, 13.7334355125523
-17.6599999999971, 13.7324407063688
-17.6589999999971, 13.7314459009221
-17.6579999999971, 13.7304510962137
-17.6569999999971, 13.729456292243
-17.6559999999971, 13.72846148901
-17.6549999999971, 13.7274666865153
-17.6539999999971, 13.7264718847586
-17.6529999999971, 13.7254770837404
-17.6519999999971, 13.7244822834613
-17.6509999999971, 13.72348748392
-17.6499999999971, 13.7224926851183
-17.6489999999971, 13.7214978870553
-17.6479999999971, 13.7205030897312
-17.6469999999971, 13.7195082931472
-17.6459999999971, 13.7185134973024
-17.6449999999971, 13.7175187021969
-17.6439999999971, 13.7165239078315
-17.6429999999971, 13.7155291142061
-17.6419999999971, 13.7145343213203
-17.6409999999971, 13.7135395291755
-17.6399999999971, 13.712544737771
-17.6389999999971, 13.7115499471066
-17.6379999999971, 13.7105551571835
-17.6369999999971, 13.7095603680012
-17.6359999999971, 13.7085655795594
-17.6349999999971, 13.7075707918595
-17.6339999999971, 13.7065760049008
-17.6329999999971, 13.7055812186832
-17.6319999999971, 13.7045864332077
-17.6309999999971, 13.7035916484738
-17.6299999999971, 13.702596864482
-17.6289999999971, 13.7016020812329
-17.6279999999971, 13.7006072987251
-17.6269999999971, 13.6996125169606
-17.6259999999971, 13.6986177359383
-17.6249999999971, 13.6976229556587
-17.6239999999971, 13.6966281761223
-17.6229999999971, 13.6956333973293
-17.6219999999971, 13.6946386192788
-17.6209999999971, 13.6936438419723
-17.6199999999971, 13.6926490654094
-17.6189999999971, 13.6916542895896
-17.6179999999971, 13.6906595145142
-17.6169999999971, 13.6896647401829
-17.6159999999971, 13.6886699665952
-17.6149999999971, 13.6876751937525
-17.6139999999971, 13.6866804216543
-17.6129999999971, 13.6856856503002
-17.6119999999971, 13.6846908796912
-17.6109999999971, 13.6836961098276
-17.6099999999971, 13.6827013407082
-17.6089999999971, 13.681706572335
-17.6079999999971, 13.6807118047072
-17.6069999999971, 13.6797170378245
-17.6059999999971, 13.6787222716879
-17.6049999999971, 13.6777275062968
-17.6039999999971, 13.6767327416522
-17.6029999999971, 13.6757379777541
-17.6019999999971, 13.6747432146018
-17.6009999999971, 13.6737484521965
-17.5999999999971, 13.6727536905377
-17.5989999999971, 13.6717589296257
-17.5979999999971, 13.670764169461
-17.5969999999971, 13.6697694100435
-17.5959999999971, 13.6687746513731
-17.5949999999971, 13.6677798934502
-17.5939999999971, 13.6667851362754
-17.5929999999971, 13.6657903798477
-17.5919999999971, 13.6647956241685
-17.5909999999971, 13.6638008692376
-17.5899999999971, 13.6628061150543
-17.5889999999971, 13.6618113616204
-17.5879999999971, 13.6608166089346
-17.5869999999971, 13.6598218569974
-17.5859999999971, 13.6588271058094
-17.584999999997, 13.6578323553705
-17.583999999997, 13.6568376056807
-17.582999999997, 13.6558428567406
-17.581999999997, 13.6548481085494
-17.580999999997, 13.6538533611085
-17.579999999997, 13.6528586144176
-17.578999999997, 13.6518638684762
-17.577999999997, 13.6508691232855
-17.576999999997, 13.6498743788452
-17.575999999997, 13.6488796351547
-17.574999999997, 13.6478848922157
-17.573999999997, 13.6468901500275
-17.572999999997, 13.6458954085898
-17.571999999997, 13.6449006679036
-17.570999999997, 13.6439059279687
-17.569999999997, 13.6429111887848
-17.568999999997, 13.6419164503532
-17.567999999997, 13.6409217126733
-17.566999999997, 13.6399269757449
-17.565999999997, 13.638932239569
-17.564999999997, 13.6379375041455
-17.563999999997, 13.6369427694741
-17.562999999997, 13.6359480355555
-17.561999999997, 13.6349533023896
-17.560999999997, 13.6339585699765
-17.559999999997, 13.6329638383167
-17.558999999997, 13.6319691074097
-17.557999999997, 13.6309743772565
-17.556999999997, 13.6299796478568
-17.555999999997, 13.6289849192106
-17.554999999997, 13.6279901913187
-17.553999999997, 13.6269954641807
-17.552999999997, 13.6260007377964
-17.551999999997, 13.625006012167
-17.550999999997, 13.624011287292
-17.549999999997, 13.6230165631716
-17.548999999997, 13.622021839806
-17.547999999997, 13.6210271171956
-17.546999999997, 13.6200323953401
-17.545999999997, 13.6190376742399
-17.544999999997, 13.6180429538956
-17.543999999997, 13.6170482343063
-17.542999999997, 13.6160535154733
-17.541999999997, 13.6150587973964
-17.540999999997, 13.6140640800749
-17.539999999997, 13.6130693635104
-17.538999999997, 13.6120746477021
-17.537999999997, 13.61107993265
-17.536999999997, 13.6100852183553
-17.535999999997, 13.6090905048175
-17.534999999997, 13.6080957920361
-17.533999999997, 13.6071010800126
-17.532999999997, 13.6061063687458
-17.531999999997, 13.6051116582371
-17.530999999997, 13.6041169484861
-17.529999999997, 13.6031222394928
-17.528999999997, 13.6021275312579
-17.527999999997, 13.6011328237812
-17.526999999997, 13.6001381170625
-17.525999999997, 13.5991434111026
