	;Ц
0xb2da	0x93b4	; Hangul Nieun-I-PieupSios
0xb2db	0x93b5	; Hangul Nieun-I-Sios
0xb2dc	0x93b6	; Hangul Nieun-I-Ssangsios
0xb2dd	0x93b7	; Hangul Nieun-I-Ieung
0xb2de	0x93b8	; Hangul Nieun-I-Cieuc
0xb2df	0x93b9	; Hangul Nieun-I-Chieuch
0xb2e0	0x93ba	; Hangul Nieun-I-Khieukh
0xb2e1	0x93bb	; Hangul Nieun-I-Thieuth
0xb2e2	0x93bc	; Hangul Nieun-I-Phieuph
0xb2e3	0x93bd	; Hangul Nieun-I-Hieuh
0xb2e4	0x9461	;a Hangul Tikeut-A
0xb2e5	0x9462	;b Hangul Tikeut-A-Kiyeok
0xb2e6	0x9463	;c Hangul Tikeut-A-SsangKiyeok
0xb2e7	0x9464	;d Hangul Tikeut-A-KiyeokSios
0xb2e8	0x9465	;e Hangul Tikeut-A-Nieun
0xb2e9	0x9466	;f Hangul Tikeut-A-NieunCieuc
0xb2ea	0x9467	;g Hangul Tikeut-A-NieunHieuh
0xb2eb	0x9468	;h Hangul Tikeut-A-Tikeut
0xb2ec	0x9469	;i Hangul Tikeut-A-Rieul
0xb2ed	0x946a	;j Hangul Tikeut-A-RieulKiyeok
0xb2ee	0x946b	;k Hangul Tikeut-A-RieulMieum
0xb2ef	0x946c	;l Hangul Tikeut-A-RieulPieup
0xb2f0	0x946d	;m Hangul Tikeut-A-RieulSios
0xb2f1	0x946e	;n Hangul Tikeut-A-RieulThieuth
0xb2f2	0x946f	;o Hangul Tikeut-A-RieulPhieuph
0xb2f3	0x9470	;p Hangul Tikeut-A-RieulHieuh
0xb2f4	0x9471	;q Hangul Tikeut-A-Mieum
0xb2f5	0x9473	;s Hangul Tikeut-A-Pieup
0xb2f6	0x9474	;t Hangul Tikeut-A-PieupSios
0xb2f7	0x9475	;u Hangul Tikeut-A-Sios
0xb2f8	0x9476	;v Hangul Tikeut-A-Ssangsios
0xb2f9	0x9477	;w Hangul Tikeut-A-Ieung
0xb2fa	0x9478	;x Hangul Tikeut-A-Cieuc
0xb2fb	0x9479	;y Hangul Tikeut-A-Chieuch
0xb2fc	0x947a	;z Hangul Tikeut-A-Khieukh
0xb2fd	0x947b	;{ Hangul Tikeut-A-Thieuth
0xb2fe	0x947c	;| Hangul Tikeut-A-Phieuph
0xb2ff	0x947d	;} Hangul Tikeut-A-Hieuh
0xb300	0x9481	; Hangul Tikeut-Ae
0xb301	0x9482	; Hangul Tikeut-Ae-Kiyeok
0xb302	0x9483	; Hangul Tikeut-Ae-SsangKiyeok
0xb303	0x9484	; Hangul Tikeut-Ae-KiyeokSios
0xb304	0x9485	; Hangul Tikeut-Ae-Nieun
0xb305	0x9486	; Hangul Tikeut-Ae-NieunCieuc
0xb306	0x9487	; Hangul Tikeut-Ae-NieunHieuh
0xb307	0x9488	; Hangul Tikeut-Ae-Tikeut
0xb308	0x9489	; Hangul Tikeut-Ae-Rieul
0xb309	0x948a	; Hangul Tikeut-Ae-RieulKiyeok
0xb30a	0x948b	; Hangul Tikeut-Ae-RieulMieum
0xb30b	0x948c	; Hangul Tikeut-Ae-RieulPieup
0xb30c	0x948d	; Hangul Tikeut-Ae-RieulSios
0xb30d	0x948e	; Hangul Tikeut-Ae-RieulThieuth
0xb30e	0x948f	; Hangul Tikeut-Ae-RieulPhieuph
0xb30f	0x9490	; Hangul Tikeut-Ae-RieulHieuh
0xb310	0x9491	; Hangul Tikeut-Ae-Mieum
0xb311	0x9493	; Hangul Tikeut-Ae-Pieup
0xb312	0x9494	; Hangul Tikeut-Ae-PieupSios
0xb313	0x9495	; Hangul Tikeut-Ae-Sios
0xb314	0x9496	; Hangul Tikeut-Ae-Ssangsios
0xb315	0x9497	; Hangul Tikeut-Ae-Ieung
0xb316	0x9498	; Hangul Tikeut-Ae-Cieuc
0xb317	0x9499	; Hangul Tikeut-Ae-Chieuch
0xb318	0x949a	; Hangul Tikeut-Ae-Khieukh
0xb319	0x949b	; Hangul Tikeut-Ae-Thieuth
0xb31a	0x949c	; Hangul Tikeut-Ae-Phieuph
0xb31b	0x949d	; Hangul Tikeut-Ae-Hieuh
0xb31c	0x94a1	; Hangul Tikeut-Ya
0xb31d	0x94a2	; Hangul Tikeut-Ya-Kiyeok
0xb31e	0x94a3	; Hangul Tikeut-Ya-SsangKiyeok
0xb31f	0x94a4	; Hangul Tikeut-Ya-KiyeokSios
0xb320	0x94a5	; Hangul Tikeut-Ya-Nieun
0xb321	0x94a6	; Hangul Tikeut-Ya-NieunCieuc
0xb322	0x94a7	; Hangul Tikeut-Ya-NieunHieuh
0xb323	0x94a8	; Hangul Tikeut-Ya-Tikeut
0xb324	0x94a9	; Hangul Tikeut-Ya-Rieul
0xb325	0x94aa	; Hangul Tikeut-Ya-RieulKiyeok
0xb326	0x94ab	; Hangul Tikeut-Ya-RieulMieum
0xb327	0x94ac	; Hangul Tikeut-Ya-RieulPieup
0xb328	0x94ad	; Hangul Tikeut-Ya-RieulSios
0xb329	0x94ae	; Hangul Tikeut-Ya-RieulThieuth
0xb32a	0x94af	; Hangul Tikeut-Ya-RieulPhieuph
0xb32b	0x94b0	; Hangul Tikeut-Ya-RieulHieuh
0xb32c	0x94b1	; Hangul Tikeut-Ya-Mieum
0xb32d	0x94b3	; Hangul Tikeut-Ya-Pieup
0xb32e	0x94b4	; Hangul Tikeut-Ya-PieupSios
0xb32f	0x94b5	; Hangul Tikeut-Ya-Sios
0xb330	0x94b6	; Hangul Tikeut-Ya-Ssangsios
0xb331	0x94b7	; Hangul Tikeut-Ya-Ieung
0xb332	0x94b8	; Hangul Tikeut-Ya-Cieuc
0xb333	0x94b9	; Hangul Tikeut-Ya-Chieuch
0xb334	0x94ba	; Hangul Tikeut-Ya-Khieukh
0xb335	0x94bb	; Hangul Tikeut-Ya-Thieuth
0xb336	0x94bc	; Hangul Tikeut-Ya-Phieuph
0xb337	0x94bd	; Hangul Tikeut-Ya-Hieuh
0xb338	0x94c1	; Hangul Tikeut-Yae
0xb339	0x94c2	; Hangul Tikeut-Yae-Kiyeok
0xb33a	0x94c3	; Hangul Tikeut-Yae-SsangKiyeok
0xb33b	0x94c4	; Hangul Tikeut-Yae-KiyeokSios
0xb33c	0x94c5	; Hangul Tikeut-Yae-Nieun
0xb33d	0x94c6	; Hangul Tikeut-Yae-NieunCieuc
0xb33e	0x94c7	; Hangul Tikeut-Yae-NieunHieuh
0xb33f	0x94c8	; Hangul Tikeut-Yae-Tikeut
0xb340	0x94c9	; Hangul Tikeut-Yae-Rieul
0xb341	0x94ca	; Hangul Tikeut-Yae-RieulKiyeok
0xb342	0x94cb	; Hangul Tikeut-Yae-RieulMieum
0xb343	0x94cc	; Hangul Tikeut-Yae-RieulPieup
0xb344	0x94cd	; Hangul Tikeut-Yae-RieulSios
0xb345	0x94ce	; Hangul Tikeut-Yae-RieulThieuth
0xb346	0x94cf	; Hangul Tikeut-Yae-RieulPhieuph
0xb347	0x94d0	; Hangul Tikeut-Yae-RieulHieuh
0xb348	0x94d1	; Hangul Tikeut-Yae-Mieum
0xb349	0x94d3	; Hangul Tikeut-Yae-Pieup
0xb34a	0x94d4	; Hangul Tikeut-Yae-PieupSios
0xb34b	0x94d5	; Hangul Tikeut-Yae-Sios
0xb34c	0x94d6	; Hangul Tikeut-Yae-Ssangsios
0xb34d	0x94d7	; Hangul Tikeut-Yae-Ieung
0xb34e	0x94d8	; Hangul Tikeut-Yae-Cieuc
0xb34f	0x94d9	; Hangul Tikeut-Yae-Chieuch
0xb350	0x94da	; Hangul Tikeut-Yae-Khieukh
0xb351	0x94db	; Hangul Tikeut-Yae-Thieuth
0xb352	0x94dc	; Hangul Tikeut-Yae-Phieuph
0xb353	0x94dd	; Hangul Tikeut-Yae-Hieuh
0xb354	0x94e1	; Hangul Tikeut-Eo
0xb355	0x94e2	; Hangul Tikeut-Eo-Kiyeok
0xb356	0x94e3	; Hangul Tikeut-Eo-SsangKiyeok
0xb357	0x94e4	; Hangul Tikeut-Eo-KiyeokSios
0xb358	0x94e5	; Hangul Tikeut-Eo-Nieun
0xb359	0x94e6	; Hangul Tikeut-Eo-NieunCieuc
0xb35a	0x94e7	; Hangul Tikeut-Eo-NieunHieuh
0xb35b	0x94e8	; Hangul Tikeut-Eo-Tikeut
0xb35c	0x94e9	; Hangul Tikeut-Eo-Rieul
0xb35d	0x94ea	; Hangul Tikeut-Eo-RieulKiyeok
0xb35e	0x94eb	; Hangul Tikeut-Eo-RieulMieum
0xb35f	0x94ec	; Hangul Tikeut-Eo-RieulPieup
0xb360	0x94ed	; Hangul Tikeut-Eo-RieulSios
0xb361	0x94ee	; Hangul Tikeut-Eo-RieulThieuth
0xb362	0x94ef	; Hangul Tikeut-Eo-RieulPhieuph
0xb363	0x94f0	; Hangul Tikeut-Eo-RieulHieuh
0xb364	0x94f1	; Hangul Tikeut-Eo-Mieum
0xb365	0x94f3	; Hangul Tikeut-Eo-Pieup
0xb366	0x94f4	; Hangul Tikeut-Eo-PieupSios
0xb367	0x94f5	; Hangul Tikeut-Eo-Sios
0xb368	0x94f6	; Hangul Tikeut-Eo-Ssangsios
0xb369	0x94f7	; Hangul Tikeut-Eo-Ieung
0xb36a	0x94f8	; Hangul Tikeut-Eo-Cieuc
0xb36b	0x94f9	; Hangul Tikeut-Eo-Chieuch
0xb36c	0x94fa	; Hangul Tikeut-Eo-Khieukh
0xb36d	0x94fb	; Hangul Tikeut-Eo-Thieuth
0xb36e	0x94fc	; Hangul Tikeut-Eo-Phieuph
0xb36f	0x94fd	; Hangul Tikeut-Eo-Hieuh
0xb370	0x9541	;A Hangul Tikeut-E
0xb371	0x9542	;B Hangul Tikeut-E-Kiyeok
0xb372	0x9543	;C Hangul Tikeut-E-SsangKiyeok
0xb373	0x9544	;D Hangul Tikeut-E-KiyeokSios
0xb374	0x9545	;E Hangul Tikeut-E-Nieun
0xb375	0x9546	;F Hangul Tikeut-E-NieunCieuc
0xb376	0x9547	;G Hangul Tikeut-E-NieunHieuh
0xb377	0x9548	;H Hangul Tikeut-E-Tikeut
0xb378	0x9549	;I Hangul Tikeut-E-Rieul
0xb379	0x954a	;J Hangul Tikeut-E-RieulKiyeok
0xb37a	0x954b	;K Hangul Tikeut-E-RieulMieum
0xb37b	0x954c	;L Hangul Tikeut-E-RieulPieup
0xb37c	0x954d	;M Hangul Tikeut-E-RieulSios
0xb37d	0x954e	;N Hangul Tikeut-E-RieulThieuth
0xb37e	0x954f	;O Hangul Tikeut-E-RieulPhieuph
0xb37f	0x9550	;P Hangul Tikeut-E-RieulHieuh
0xb380	0x9551	;Q Hangul Tikeut-E-Mieum
0xb381	0x9553	;S Hangul Tikeut-E-Pieup
0xb382	0x9554	;T Hangul Tikeut-E-PieupSios
0xb383	0x9555	;U Hangul Tikeut-E-Sios
0xb384	0x9556	;V Hangul Tikeut-E-Ssangsios
0xb385	0x9557	;W Hangul Tikeut-E-Ieung
0xb386	0x9558	;X Hangul Tikeut-E-Cieuc
0xb387	0x9559	;Y Hangul Tikeut-E-Chieuch
0xb388	0x955a	;Z Hangul Tikeut-E-Khieukh
0xb389	0x955b	;[ Hangul Tikeut-E-Thieuth
0xb38a	0x955c	;\ Hangul Tikeut-E-Phieuph
0xb38b	0x955d	;] Hangul Tikeut-E-Hieuh
0xb38c	0x9561	;a Hangul Tikeut-Yeo
0xb38d	0x9562	;b Hangul Tikeut-Yeo-Kiyeok
0xb38e	0x9563	;c Hangul Tikeut-Yeo-SsangKiyeok
0xb38f	0x9564	;d Hangul Tikeut-Yeo-KiyeokSios
0xb390	0x9565	;e Hangul Tikeut-Yeo-Nieun
0xb391	0x9566	;f Hangul Tikeut-Yeo-NieunCieuc
0xb392	0x9567	;g Hangul Tikeut-Yeo-NieunHieuh
0xb393	0x9568	;h Hangul Tikeut-Yeo-Tikeut
0xb394	0x9569	;i Hangul Tikeut-Yeo-Rieul
0xb395	0x956a	;j Hangul Tikeut-Yeo-RieulKiyeok
0xb396	0x956b	;k Hangul Tikeut-Yeo-RieulMieum
0xb397	0x956c	;l Hangul Tikeut-Yeo-RieulPieup
0xb398	0x956d	;m Hangul Tikeut-Yeo-RieulSios
0xb399	0x956e	;n Hangul Tikeut-Yeo-RieulThieuth
0xb39a	0x956f	;o Hangul Tikeut-Yeo-RieulPhieuph
0xb39b	0x9570	;p Hangul Tikeut-Yeo-RieulHieuh
0xb39c	0x9571	;q Hangul Tikeut-Yeo-Mieum
0xb39d	0x9573	;s Hangul Tikeut-Yeo-Pieup
0xb39e	0x9574	;t Hangul Tikeut-Yeo-PieupSios
0xb39f	0x9575	;u Hangul Tikeut-Yeo-Sios
0xb3a0	0x9576	;v Hangul Tikeut-Yeo-Ssangsios
0xb3a1	0x9577	;w Hangul Tikeut-Yeo-Ieung
0xb3a2	0x9578	;x Hangul Tikeut-Yeo-Cieuc
0xb3a3	0x9579	;y Hangul Tikeut-Yeo-Chieuch
0xb3a4	0x957a	;z Hangul Tikeut-Yeo-Khieukh
0xb3a5	0x957b	;{ Hangul Tikeut-Yeo-Thieuth
0xb3a6	0x957c	;| Hangul Tikeut-Yeo-Phieuph
0xb3a7	0x957d	;} Hangul Tikeut-Yeo-Hieuh
0xb3a8	0x9581	; Hangul Tikeut-Ye
0xb3a9	0x9582	; Hangul Tikeut-Ye-Kiyeok
0xb3aa	0x9583	; Hangul Tikeut-Ye-SsangKiyeok
0xb3ab	0x9584	; Hangul Tikeut-Ye-KiyeokSios
0xb3ac	0x9585	; Hangul Tikeut-Ye-Nieun
0xb3ad	0x9586	; Hangul Tikeut-Ye-NieunCieuc
0xb3ae	0x9587	; Hangul Tikeut-Ye-NieunHieuh
0xb3af	0x9588	; Hangul Tikeut-Ye-Tikeut
0xb3b0	0x9589	; Hangul Tikeut-Ye-Rieul
0xb3b1	0x958a	; Hangul Tikeut-Ye-RieulKiyeok
0xb3b2	0x958b	; Hangul Tikeut-Ye-RieulMieum
0xb3b3	0x958c	; Hangul Tikeut-Ye-RieulPieup
0xb3b4	0x958d	; Hangul Tikeut-Ye-RieulSios
0xb3b5	0x958e	; Hangul Tikeut-Ye-RieulThieuth
0xb3b6	0x958f	; Hangul Tikeut-Ye-RieulPhieuph
0xb3b7	0x9590	; Hangul Tikeut-Ye-RieulHieuh
0xb3b8	0x9591	; Hangul Tikeut-Ye-Mieum
0xb3b9	0x9593	; Hangul Tikeut-Ye-Pieup
0xb3ba	0x9594	; Hangul Tikeut-Ye-PieupSios
0xb3bb	0x9595	; Hangul Tikeut-Ye-Sios
0xb3bc	0x9596	; Hangul Tikeut-Ye-Ssangsios
0xb3bd	0x9597	; Hangul Tikeut-Ye-Ieung
0xb3be	0x9598	; Hangul Tikeut-Ye-Cieuc
0xb3bf	0x9599	; Hangul Tikeut-Ye-Chieuch
0xb3c0	0x959a	; Hangul Tikeut-Ye-Khieukh
0xb3c1	0x959b	; Hangul Tikeut-Ye-Thieuth
0xb3c2	0x959c	; Hangul Tikeut-Ye-Phieuph
0xb3c3	0x959d	; Hangul Tikeut-Ye-Hieuh
0xb3c4	0x95a1	; Hangul Tikeut-O
0xb3c5	0x95a2	; Hangul Tikeut-O-Kiyeok
0xb3c6	0x95a3	; Hangul Tikeut-O-SsangKiyeok
0xb3c7	0x95a4	; Hangul Tikeut-O-KiyeokSios
0xb3c8	0x95a5	; Hangul Tikeut-O-Nieun
0xb3c9	0x95a6	; Hangul Tikeut-O-NieunCieuc
0xb3ca	0x95a7	; Hangul Tikeut-O-NieunHieuh
0xb3cb	0x95a8	; Hangul Tikeut-O-Tikeut
0xb3cc	0x95a9	; Hangul Tikeut-O-Rieul
0xb3cd	0x95aa	; Hangul Tikeut-O-RieulKiyeok
0xb3ce	0x95ab	; Hangul Tikeut-O-RieulMieum
0xb3cf	0x95ac	; Hangul Tikeut-O-RieulPieup
0xb3d0	0x95ad	; Hangul Tikeut-O-RieulSios
0xb3d1	0x95ae	; Hangul Tikeut-O-RieulThieuth
0xb3d2	0x95af	; Hangul Tikeut-O-RieulPhieuph
0xb3d3	0x95b0	; Hangul Tikeut-O-RieulHieuh
0xb3d4	0x95b1	; Hangul Tikeut-O-Mieum
0xb3d5	0x95b3	; Hangul Tikeut-O-Pieup
0xb3d6	0x95b4	; Hangul Tikeut-O-PieupSios
0xb3d7	0x95b5	; Hangul Tikeut-O-Sios
0xb3d8	0x95b6	; Hangul Tikeut-O-Ssangsios
0xb3d9	0x95b7	; Hangul Tikeut-O-Ieung
0xb3da	0x95b8	; Hangul Tikeut-O-Cieuc
0xb3db	0x95b9	; Hangul Tikeut-O-Chieuch
0xb3dc	0x95ba	; Hangul Tikeut-O-Khieukh
0xb3dd	0x95bb	; Hangul Tikeut-O-Thieuth
0xb3de	0x95bc	; Hangul Tikeut-O-Phieuph
0xb3df	0x95bd	; Hangul Tikeut-O-Hieuh
0xb3e0	0x95c1	; Hangul Tikeut-Wa
0xb3e1	0x95c2	; Hangul Tikeut-Wa-Kiyeok
0xb3e2	0x95c3	; Hangul Tikeut-Wa-SsangKiyeok
0xb3e3	0x95c4	; Hangul Tikeut-Wa-KiyeokSios
0xb3e4	0x95c5	; Hangul Tikeut-Wa-Nieun
0xb3e5	0x95c6	; Hangul Tikeut-Wa-NieunCieuc
0xb3e6	0x95c7	; Hangul Tikeut-Wa-NieunHieuh
0xb3e7	0x95c8	; Hangul Tikeut-Wa-Tikeut
0xb3e8	0x95c9	; Hangul Tikeut-Wa-Rieul
0xb3e9	0x95ca	; Hangul Tikeut-Wa-RieulKiyeok
0xb3ea	0x95cb	; Hangul Tikeut-Wa-RieulMieum
0xb3eb	0x95cc	; Hangul Tikeut-Wa-RieulPieup
0xb3ec	0x95cd	; Hangul Tikeut-Wa-RieulSios
0xb3ed	0x95ce	; Hangul Tikeut-Wa-RieulThieuth
0xb3ee	0x95cf	; Hangul Tikeut-Wa-RieulPhieuph
0xb3ef	0x95d0	; Hangul Tikeut-Wa-RieulHieuh
0xb3f0	0x95d1	; Hangul Tikeut-Wa-Mieum
0xb3f1	0x95d3	; Hangul Tikeut-Wa-Pieup
0xb3f2	0x95d4	; Hangul Tikeut-Wa-PieupSios
0xb3f3	0x95d5	; Hangul Tikeut-Wa-Sios
0xb3f4	0x95d6	; Hangul Tikeut-Wa-Ssangsios
0xb3f5	0x95d7	; Hangul Tikeut-Wa-Ieung
0xb3f6	0x95d8	; Hangul Tikeut-Wa-Cieuc
0xb3f7	0x95d9	; Hangul Tikeut-Wa-Chieuch
0xb3f8	0x95da	; Hangul Tikeut-Wa-Khieukh
0xb3f9	0x95db	; Hangul Tikeut-Wa-Thieuth
0xb3fa	0x95dc	; Hangul Tikeut-Wa-Phieuph
0xb3fb	0x95dd	; Hangul Tikeut-Wa-Hieuh
0xb3fc	0x95e1	; Hangul Tikeut-Wae
0xb3fd	0x95e2	; Hangul Tikeut-Wae-Kiyeok
0xb3fe	0x95e3	; Hangul Tikeut-Wae-SsangKiyeok
0xb3ff	0x95e4	; Hangul Tikeut-Wae-KiyeokSios
0xb400	0x95e5	; Hangul Tikeut-Wae-Nieun
0xb401	0x95e6	; Hangul Tikeut-Wae-NieunCieuc
0xb402	0x95e7	; Hangul Tikeut-Wae-NieunHieuh
0xb403	0x95e8	; Hangul Tikeut-Wae-Tikeut
0xb404	0x95e9	; Hangul Tikeut-Wae-Rieul
0xb405	0x95ea	; Hangul Tikeut-Wae-RieulKiyeok
0xb406	0x95eb	; Hangul Tikeut-Wae-RieulMieum
0xb407	0x95ec	; Hangul Tikeut-Wae-RieulPieup
0xb408	0x95ed	; Hangul Tikeut-Wae-RieulSios
0xb409	0x95ee	; Hangul Tikeut-Wae-RieulThieuth
0xb40a	0x95ef	; Hangul Tikeut-Wae-RieulPhieuph
0xb40b	0x95f0	; Hangul Tikeut-Wae-RieulHieuh
0xb40c	0x95f1	; Hangul Tikeut-Wae-Mieum
0xb40d	0x95f3	; Hangul Tikeut-Wae-Pieup
0xb40e	0x95f4	; Hangul Tikeut-Wae-PieupSios
0xb40f	0x95f5	; Hangul Tikeut-Wae-Sios
0xb410	0x95f6	; Hangul Tikeut-Wae-Ssangsios
0xb411	0x95f7	; Hangul Tikeut-Wae-Ieung
0xb412	0x95f8	; Hangul Tikeut-Wae-Cieuc
0xb413	0x95f9	; Hangul Tikeut-Wae-Chieuch
0xb414	0x95fa	; Hangul Tikeut-Wae-Khieukh
0xb415	0x95fb	; Hangul Tikeut-Wae-Thieuth
0xb416	0x95fc	; Hangul Tikeut-Wae-Phieuph
0xb417	0x95fd	; Hangul Tikeut-Wae-Hieuh
0xb418	0x9641	;A Hangul Tikeut-Oe
0xb419	0x9642	;B Hangul Tikeut-Oe-Kiyeok
0xb41a	0x9643	;C Hangul Tikeut-Oe-SsangKiyeok
0xb41b	0x9644	;D Hangul Tikeut-Oe-KiyeokSios
0xb41c	0x9645	;E Hangul Tikeut-Oe-Nieun
0xb41d	0x9646	;F Hangul Tikeut-Oe-NieunCieuc
0xb41e	0x9647	;G Hangul Tikeut-Oe-NieunHieuh
0xb41f	0x9648	;H Hangul Tikeut-Oe-Tikeut
0xb420	0x9649	;I Hangul Tikeut-Oe-Rieul
0xb421	0x964a	;J Hangul Tikeut-Oe-RieulKiyeok
0xb422	0x964b	;K Hangul Tikeut-Oe-RieulMieum
0xb423	0x964c	;L Hangul Tikeut-Oe-RieulPieup
0xb424	0x964d	;M Hangul Tikeut-Oe-RieulSios
0xb425	0x964e	;N Hangul Tikeut-Oe-RieulThieuth
0xb426	0x964f	;O Hangul Tikeut-Oe-RieulPhieuph
0xb427	0x9650	;P Hangul Tikeut-Oe-RieulHieuh
0xb428	0x9651	;Q Hangul Tikeut-Oe-Mieum
0xb429	0x9653	;S Hangul Tikeut-Oe-Pieup
0xb42a	0x9654	;T Hangul Tikeut-Oe-PieupSios
0xb42b	0x9655	;U Hangul Tikeut-Oe-Sios
0xb42c	0x9656	;V Hangul Tikeut-Oe-Ssangsios
0xb42d	0x9657	;W Hangul Tikeut-Oe-Ieung
0xb42e	0x9658	;X Hangul Tikeut-Oe-Cieuc
0xb42f	0x9659	;Y Hangul Tikeut-Oe-Chieuch
0xb430	0x965a	;Z Hangul Tikeut-Oe-Khieukh
0xb431	0x965b	;[ Hangul Tikeut-Oe-Thieuth
0xb432	0x965c	;\ Hangul Tikeut-Oe-Phieuph
0xb433	0x965d	;] Hangul Tikeut-Oe-Hieuh
0xb434	0x9661	;a Hangul Tikeut-Yo
0xb435	0x9662	;b Hangul Tikeut-Yo-Kiyeok
0xb436	0x9663	;c Hangul Tikeut-Yo-SsangKiyeok
0xb437	0x9664	;d Hangul Tikeut-Yo-KiyeokSios
0xb438	0x9665	;e Hangul Tikeut-Yo-Nieun
0xb439	0x9666	;f Hangul Tikeut-Yo-NieunCieuc
0xb43a	0x9667	;g Hangul Tikeut-Yo-NieunHieuh
0xb43b	0x9668	;h Hangul Tikeut-Yo-Tikeut
0xb43c	0x9669	;i Hangul Tikeut-Yo-Rieul
0xb43d	0x966a	;j Hangul Tikeut-Yo-RieulKiyeok
0xb43e	0x966b	;k Hangul Tikeut-Yo-RieulMieum
0xb43f	0x966c	;l Hangul Tikeut-Yo-RieulPieup
0xb440	0x966d	;m Hangul Tikeut-Yo-RieulSios
0xb441	0x966e	;n Hangul Tikeut-Yo-RieulThieuth
0xb442	0x966f	;o Hangul Tikeut-Yo-RieulPhieuph
0xb443	0x9670	;p Hangul Tikeut-Yo-RieulHieuh
0xb444	0x9671	;q Hangul Tikeut-Yo-Mieum
0xb445	0x9673	;s Hangul Tikeut-Yo-Pieup
0xb446	0x9674	;t Hangul Tikeut-Yo-PieupSios
0xb447	0x9675	;u Hangul Tikeut-Yo-Sios
0xb448	0x9676	;v Hangul Tikeut-Yo-Ssangsios
0xb449	0x9677	;w Hangul Tikeut-Yo-Ieung
0xb44a	0x9678	;x Hangul Tikeut-Yo-Cieuc
0xb44b	0x9679	;y Hangul Tikeut-Yo-Chieuch
0xb44c	0x967a	;z Hangul Tikeut-Yo-Khieukh
0xb44d	0x967b	;{ Hangul Tikeut-Yo-Thieuth
0xb44e	0x967c	;| Hangul Tikeut-Yo-Phieuph
0xb44f	0x967d	;} Hangul Tikeut-Yo-Hieuh
0xb450	0x9681	; Hangul Tikeut-U
0xb451	0x9682	; Hangul Tikeut-U-Kiyeok
0xb452	0x9683	; Hangul Tikeut-U-SsangKiyeok
0xb453	0x9684	; Hangul Tikeut-U-KiyeokSios
0xb454	0x9685	; Hangul Tikeut-U-Nieun
0xb455	0x9686	; Hangul Tikeut-U-NieunCieuc
0xb456	0x9687	; Hangul Tikeut-U-NieunHieuh
0xb457	0x9688	; Hangul Tikeut-U-Tikeut
0xb458	0x9689	; Hangul Tikeut-U-Rieul
0xb459	0x968a	; Hangul Tikeut-U-RieulKiyeok
0xb45a	0x968b	; Hangul Tikeut-U-RieulMieum
0xb45b	0x968c	; Hangul Tikeut-U-RieulPieup
0xb45c	0x968d	; Hangul Tikeut-U-RieulSios
0xb45d	0x968e	; Hangul Tikeut-U-RieulThieuth
0xb45e	0x968f	; Hangul Tikeut-U-RieulPhieuph
0xb45f	0x9690	; Hangul Tikeut-U-RieulHieuh
0xb460	0x9691	; Hangul Tikeut-U-Mieum
0xb461	0x9693	; Hangul Tikeut-U-Pieup
0xb462	0x9694	; Hangul Tikeut-U-PieupSios
0xb463	0x9695	; Hangul Tikeut-U-Sios
0xb464	0x9696	; Hangul Tikeut-U-Ssangsios
0xb465	0x9697	; Hangul Tikeut-U-Ieung
0xb466	0x9698	; Hangul Tikeut-U-Cieuc
0xb467	0x9699	; Hangul Tikeut-U-Chieuch
0xb468	0x969a	; Hangul Tikeut-U-Khieukh
0xb469	0x969b	; Hangul Tikeut-U-Thieuth
0xb46a	0x969c	; Hangul Tikeut-U-Phieuph
0xb46b	0x969d	; Hangul Tikeut-U-Hieuh
0xb46c	0x96a1	; Hangul Tikeut-Weo
0xb46d	0x96a2	; Hangul Tikeut-Weo-Kiyeok
0xb46e	0x96a3	; Hangul Tikeut-Weo-SsangKiyeok
0xb46f	0x96a4	; Hangul Tikeut-Weo-KiyeokSios
0xb470	0x96a5	; Hangul Tikeut-Weo-Nieun
0xb471	0x96a6	; Hangul Tikeut-Weo-NieunCieuc
0xb472	0x96a7	; Hangul Tikeut-Weo-NieunHieuh
0xb473	0x96a8	; Hangul Tikeut-Weo-Tikeut
0xb474	0x96a9	; Hangul Tikeut-Weo-Rieul
0xb475	0x96aa	; Hangul Tikeut-Weo-RieulKiyeok
0xb476	0x96ab	; Hangul Tikeut-Weo-RieulMieum
0xb477	0x96ac	; Hangul Tikeut-Weo-RieulPieup
0xb478	0x96ad	; Hangul Tikeut-Weo-RieulSios
0xb479	0x96ae	; Hangul Tikeut-Weo-RieulThieuth
0xb47a	0x96af	; Hangul Tikeut-Weo-RieulPhieuph
0xb47b	0x96b0	; Hangul Tikeut-Weo-RieulHieuh
0xb47c	0x96b1	; Hangul Tikeut-Weo-Mieum
0xb47d	0x96b3	; Hangul Tikeut-Weo-Pieup
0xb47e	0x96b4	; Hangul Tikeut-Weo-PieupSios
0xb47f	0x96b5	; Hangul Tikeut-Weo-Sios
0xb480	0x96b6	; Hangul Tikeut-Weo-Ssangsios
0xb481	0x96b7	; Hangul Tikeut-Weo-Ieung
0xb482	0x96b8	; Hangul Tikeut-Weo-Cieuc
0xb483	0x96b9	; Hangul Tikeut-Weo-Chieuch
0xb484	0x96ba	; Hangul Tikeut-Weo-Khieukh
0xb485	0x96bb	; Hangul Tikeut-Weo-Thieuth
0xb486	0x96bc	; Hangul Tikeut-Weo-Phieuph
0xb487	0x96bd	; Hangul Tikeut-Weo-Hieuh
0xb488	0x96c1	; Hangul Tikeut-We
