3B 0x0300 0x0001 0x8100    ; CJK Ideograph
0xD928 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD929 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD92A 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD92B 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD92C 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD92D 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD92E 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD92F 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD930 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD931 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD932 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD933 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD934 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD935 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD936 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD937 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD938 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD939 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD93A 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD93B 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD93C 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD93D 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD93E 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD93F 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD940 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD941 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD942 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD943 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD944 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD945 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD946 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD947 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD948 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD949 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD94A 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD94B 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD94C 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD94D 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD94E 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD94F 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD950 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD951 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD952 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD953 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD954 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD955 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD956 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD957 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD958 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD959 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD95A 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD95B 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD95C 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD95D 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD95E 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD95F 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD960 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD961 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD962 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD963 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD964 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD965 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD966 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD967 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD968 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD969 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD96A 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD96B 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD96C 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD96D 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD96E 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD96F 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD970 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD971 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD972 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD973 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD974 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD975 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD976 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD977 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD978 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD979 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD97A 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD97B 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD97C 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD97D 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD97E 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD97F 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD980 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD981 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD982 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD983 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD984 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD985 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD986 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD987 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD988 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD989 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD98A 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD98B 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD98C 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD98D 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD98E 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD98F 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD990 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD991 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD992 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD993 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD994 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD995 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD996 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD997 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD998 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD999 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD99A 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD99B 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD99C 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD99D 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD99E 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD99F 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9A0 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9A1 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9A2 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9A3 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9A4 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9A5 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9A6 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9A7 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9A8 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9A9 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9AA 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9AB 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9AC 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9AD 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9AE 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9AF 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9B0 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9B1 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9B2 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9B3 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9B4 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9B5 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9B6 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9B7 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9B8 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9B9 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9BA 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9BB 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9BC 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9BD 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9BE 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9BF 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9C0 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9C1 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9C2 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9C3 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9C4 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9C5 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9C6 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9C7 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9C8 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9C9 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9CA 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9CB 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9CC 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9CD 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9CE 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9CF 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9D0 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9D1 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9D2 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9D3 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9D4 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9D5 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9D6 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9D7 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9D8 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9D9 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9DA 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9DB 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9DC 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9DD 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9DE 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9DF 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9E0 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9E1 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9E2 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9E3 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9E4 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9E5 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9E6 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9E7 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9E8 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9E9 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9EA 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9EB 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9EC 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9ED 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9EE 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9EF 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9F0 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9F1 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9F2 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9F3 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9F4 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9F5 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9F6 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9F7 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9F8 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9F9 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9FA 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9FB 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9FC 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9FD 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9FE 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD9FF 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA00 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA01 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA02 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA03 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA04 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA05 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA06 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA07 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA08 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA09 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA0A 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA0B 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA0C 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA0D 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA0E 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA0F 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA10 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA11 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA12 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA13 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA14 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA15 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA16 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA17 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA18 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA19 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA1A 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA1B 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA1C 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA1D 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA1E 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA1F 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA20 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA21 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA22 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA23 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA24 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA25 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA26 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA27 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA28 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA29 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA2A 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA2B 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA2C 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA2D 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA2E 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA2F 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA30 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA31 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA32 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA33 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA34 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA35 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA36 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA37 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA38 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA39 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA3A 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA3B 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA3C 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA3D 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA3E 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA3F 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA40 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA41 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA42 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA43 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA44 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA45 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA46 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA47 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA48 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA49 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA4A 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA4B 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA4C 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA4D 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA4E 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA4F 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA50 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA51 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA52 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA53 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA54 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA55 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA56 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA57 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA58 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA59 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA5A 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA5B 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA5C 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA5D 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA5E 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA5F 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA60 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA61 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA62 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA63 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA64 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA65 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA66 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA67 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA68 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA69 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA6A 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA6B 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA6C 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA6D 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xDA6E 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
