1	;Fullwidth Solidus
0xf4	0xe633
0xf5	0xe634
0xf6	0xe635
0xf7	0xe636
0xf8	0xe637
0xf9	0xe638
0xfa	0xe639
0xfb	0xe63a
0xfc	0xe63b
0xfd	0xe63c
0xfe	0xe63d

DBCSTABLE 188           ;LeadByte = 0xaf

0x21	0x605a	;}
0x22	0x6067	;~
0x23	0x6041	;ѡ
0x24	0x60a2	;Ѣ
0x25	0x6088	;ѣ
0x26	0x6080	;Ѥ
0x27	0x6092	;ѥ
0x28	0x6081	;Ѧ
0x29	0x609d	;ѧ
0x2a	0x6083	;Ѩ
0x2b	0x6095	;ѩ
0x2c	0x609b	;Ѫ
0x2d	0x6097	;ѫ
0x2e	0x6087	;Ѭ
0x2f	0x609c	;ѭ
0x30	0x608e	;Ѯ
0x31	0x6219	;ѯ
0x32	0x6246	;Ѱ
0x33	0x62f2	;ѱ
0x34	0x6310	;Ѳ
0x35	0x6356	;ѳ
0x36	0x632c	;Ѵ
0x37	0x6344	;ѵ
0x38	0x6345	;Ѷ
0x39	0x6336	;ѷ
0x3a	0x6343	;Ѹ
0x3b	0x63e4	;ѹ
0x3c	0x6339	;Ѻ
0x3d	0x634b	;ѻ
0x3e	0x634a	;Ѽ
0x3f	0x633c	;ѽ
0x40	0x6329	;Ѿ
0x41	0x6341	;ѿ
0x42	0x6334	;
0x43	0x6358	;
0x44	0x6354	;
0x45	0x6359	;
0x46	0x632d	;
0x47	0x6347	;
0x48	0x6333	;
0x49	0x635a	;
0x4a	0x6351	;
0x4b	0x6338	;
0x4c	0x6357	;
0x4d	0x6340	;
0x4e	0x6348	;
0x4f	0x654a	;
0x50	0x6546	;
0x51	0x65c6	;
0x52	0x65c3	;
0x53	0x65c4	;
0x54	0x65c2	;
0x55	0x664a	;
0x56	0x665f	;
0x57	0x6647	;
0x58	0x6651	;
0x59	0x6712	;
0x5a	0x6713	;
0x5b	0x681f	;
0x5c	0x681a	;
0x5d	0x6849	;
0x5e	0x6832	;
0x5f	0x6833	;
0x60	0x683b	;
0x61	0x684b	;
0x62	0x684f	;
0x63	0x6816	;
0x64	0x6831	;
0x65	0x681c	;
0x66	0x6835	;
0x67	0x682b	;
0x68	0x682d	;
0x69	0x682f	;
0x6a	0x684e	;
0x6b	0x6844	;
0x6c	0x6834	;
0x6d	0x681d	;
0x6e	0x6812	;
0x6f	0x6814	;
0x70	0x6826	;
0x71	0x6828	;
0x72	0x682e	;
0x73	0x684d	;
0x74	0x683a	;
0x75	0x6825	;
0x76	0x6820	;
0x77	0x6b2c	;
0x78	0x6b2f	;
0x79	0x6b2d	;
0x7a	0x6b31	;
0x7b	0x6b34	;
0x7c	0x6b6d	;
0x7d	0x8082	;
0x7e	0x6b88	;
0xa1	0xe63e
0xa2	0xe63f
0xa3	0xe640
0xa4	0xe641
0xa5	0xe642
0xa6	0xe643
0xa7	0xe644
0xa8	0xe645
0xa9	0xe646
0xaa	0xe647
0xab	0xe648
0xac	0xe649
0xad	0xe64a
0xae	0xe64b
0xaf	0xe64c
0xb0	0xe64d
0xb1	0xe64e
0xb2	0xe64f
0xb3	0xe650
0xb4	0xe651
0xb5	0xe652
0xb6	0xe653
0xb7	0xe654
0xb8	0xe655
0xb9	0xe656
0xba	0xe657
0xbb	0xe658
0xbc	0xe659
0xbd	0xe65a
0xbe	0xe65b
0xbf	0xe65c
0xc0	0xe65d
0xc1	0xe65e
0xc2	0xe65f
0xc3	0xe660
0xc4	0xe661
0xc5	0xe662
0xc6	0xe663
0xc7	0xe664
0xc8	0xe665
0xc9	0xe666
0xca	0xe667
0xcb	0xe668
0xcc	0xe669
0xcd	0xe66a
0xce	0xe66b
0xcf	0xe66c
0xd0	0xe66d
0xd1	0xe66e
0xd2	0xe66f
0xd3	0xe670
0xd4	0xe671
0xd5	0xe672
0xd6	0xe673
0xd7	0xe674
0xd8	0xe675
0xd9	0xe676
0xda	0xe677
0xdb	0xe678
0xdc	0xe679
0xdd	0xe67a
0xde	0xe67b
0xdf	0xe67c
0xe0	0xe67d
0xe1	0xe67e
0xe2	0xe67f
0xe3	0xe680
0xe4	0xe681
0xe5	0xe682
0xe6	0xe683
0xe7	0xe684
0xe8	0xe685
0xe9	0xe686
0xea	0xe687
0xeb	0xe688
0xec	0xe689
0xed	0xe68a
0xee	0xe68b
0xef	0xe68c
0xf0	0xe68d
0xf1	0xe68e
0xf2	0xe68f
0xf3	0xe690
0xf4	0xe691
0xf5	0xe692
0xf6	0xe693
0xf7	0xe694
0xf8	0xe695
0xf9	0xe696
0xfa	0xe697
0xfb	0xe698
0xfc	0xe699
0xfd	0xe69a
0xfe	0xe69b

DBCSTABLE 188           ;LeadByte = 0xb0

0x21	0x6be6	;
0x22	0x6be4	;
0x23	0x6be8	;@
0x24	0x6be3	;A
0x25	0x6be2	;B
0x26	0x6be7	;C
0x27	0x6c25	;D
0x28	0x6d7a	;E
0x29	0x6d63	;F
0x2a	0x6d64	;G
0x2b	0x6d76	;H
0x2c	0x6d0d	;I
0x2d	0x6d61	;J
0x2e	0x6d92	;K
0x2f	0x6d58	;L
0x30	0x6d62	;M
0x31	0x6d6d	;N
0x32	0x6d6f	;O
0x33	0x6d91	;P
0x34	0x6d8d	;Q
0x35	0x6def	;R
0x36	0x6d7f	;S
0x37	0x6d86	;T
0x38	0x6d5e	;U
0x39	0x6d67	;V
0x3a	0x6d60	;W
0x3b	0x6d97	;X
0x3c	0x6d70	;Y
0x3d	0x6d7c	;Z
0x3e	0x6d5f	;[
0x3f	0x6d82	;\
0x40	0x6d98	;]
0x41	0x6d2f	;^
0x42	0x6d68	;_
0x43	0x6d8b	;`
0x44	0x6d7e	;a
0x45	0x6d80	;b
0x46	0x6d84	;c
0x47	0x6d16	;d
0x48	0x6d83	;e
0x49	0x6d7b	;f
0x4a	0x6d7d	;g
0x4b	0x6d75	;h
0x4c	0x6d90	;i
0x4d	0x70dc	;j
0x4e	0x70d3	;k
0x4f	0x70d1	;l
0x50	0x70dd	;m
0x51	0x70cb	;n
0x52	0x7f39	;o
0x53	0x70e2	;p
0x54	0x70d7	;q
0x55	0x70d2	;r
0x56	0x70de	;s
0x57	0x70e0	;t
0x58	0x70d4	;u
0x59	0x70cd	;v
0x5a	0x70c5	;w
0x5b	0x70c6	;x
0x5c	0x70c7	;y
0x5d	0x70da	;z
0x5e	0x70ce	;{
0x5f	0x70e1	;|
0x60	0x7242	;}
0x61	0x7278	;~
0x62	0x7277	;ҡ
0x63	0x7276	;Ң
0x64	0x7300	;ң
0x65	0x72fa	;Ҥ
0x66	0x72f4	;ҥ
0x67	0x72fe	;Ҧ
0x68	0x72f6	;ҧ
0x69	0x72f3	;Ҩ
0x6a	0x72fb	;ҩ
0x6b	0x7301	;Ҫ
0x6c	0x73d3	;ҫ
0x6d	0x73d9	;Ҭ
0x6e	0x73e5	;ҭ
0x6f	0x73d6	;Ү
0x70	0x73bc	;ү
0x71	0x73e7	;Ұ
0x72	0x73e3	;ұ
0x73	0x73e9	;Ҳ
0x74	0x73dc	;ҳ
0x75	0x73d2	;Ҵ
0x76	0x73db	;ҵ
0x77	0x73d4	;Ҷ
0x78	0x73dd	;ҷ
0x79	0x73da	;Ҹ
0x7a	0x73d7	;ҹ
0x7b	0x73d8	;Һ
0x7c	0x73e8	;һ
0x7d	0x74de	;Ҽ
0x7e	0x74df	;ҽ
0xa1	0xe69c
0xa2	0xe69d
0xa3	0xe69e
0xa4	0xe69f
0xa5	0xe6a0
0xa6	0xe6a1
0xa7	0xe6a2
0xa8	0xe6a3
0xa9	0xe6a4
0xaa	0xe6a5
0xab	0xe6a6
0xac	0xe6a7
0xad	0xe6a8
0xae	0xe6a9
0xaf	0xe6aa
0xb0	0xe6ab
0xb1	0xe6ac
0xb2	0xe6ad
0xb3	0xe6ae
0xb4	0xe6af
0xb5	0xe6b0
0xb6	0xe6b1
0xb7	0xe6b2
0xb8	0xe6b3
0xb9	0xe6b4
0xba	0xe6b5
0xbb	0xe6b6
0xbc	0xe6b7
0xbd	0xe6b8
0xbe	0xe6b9
0xbf	0xe6ba
0xc0	0xe6bb
0xc1	0xe6bc
0xc2	0xe6bd
0xc3	0xe6be
0xc4	0xe6bf
0xc5	0xe6c0
0xc6	0xe6c1
0xc7	0xe6c2
0xc8	0xe6c3
0xc9	0xe6c4
0xca	0xe6c5
0xcb	0xe6c6
0xcc	0xe6c7
0xcd	0xe6c8
0xce	0xe6c9
0xcf	0xe6ca
0xd0	0xe6cb
0xd1	0xe6cc
0xd2	0xe6cd
0xd3	0xe6ce
0xd4	0xe6cf
0xd5	0xe6d0
0xd6	0xe6d1
0xd7	0xe6d2
0xd8	0xe6d3
0xd9	0xe6d4
0xda	0xe6d5
0xdb	0xe6d6
0xdc	0xe6d7
0xdd	0xe6d8
0xde	0xe6d9
0xdf	0xe6da
0xe0	0xe6db
0xe1	0xe6dc
0xe2	0xe6dd
0xe3	0xe6de
0xe4	0xe6df
0xe5	0xe6e0
0xe6	0xe6e1
0xe7	0xe6e2
0xe8	0xe6e3
0xe9	0xe6e4
0xea	0xe6e5
0xeb	0xe6e6
0xec	0xe6e7
0xed	0xe6e8
0xee	0xe6e9
0xef	0xe6ea
0xf0	0xe6eb
0xf1	0xe6ec
0xf2	0xe6ed
0xf3	0xe6ee
0xf4	0xe6ef
0xf5	0xe6f0
0xf6	0xe6f1
0xf7	0xe6f2
0xf8	0xe6f3
0xf9	0xe6f4
0xfa	0xe6f5
0xfb	0xe6f6
0xfc	0xe6f7
0xfd	0xe6f8
0xfe	0xe6f9

DBCSTABLE 188           ;LeadByte = 0xb1

0x21	0x74f4	;Ҿ
0x22	0x74f5	;ҿ
0x23	0x7521	;
0x24	0x755b	;
0x25	0x755f	;
0x26	0x75b0	;
0x27	0x75c1	;
0x28	0x75bb	;
0x29	0x75c4	;
0x2a	0x75c0	;
0x2b	0x75bf	;
0x2c	0x75b6	;
0x2d	0x75ba	;
0x2e	0x768a	;
0x2f	0x76c9	;
0x30	0x771d	;
0x31	0x771b	;
0x32	0x7710	;
0x33	0x7713	;
0x34	0x7712	;
0x35	0x7723	;
0x36	0x7711	;
0x37	0x7715	;
0x38	0x7719	;
0x39	0x771a	;
0x3a	0x7722	;
0x3b	0x7727	;
0x3c	0x7823	;
0x3d	0x782c	;
0x3e	0x7822	;
0x3f	0x7835	;
0x40	0x782f	;
0x41	0x7828	;
0x42	0x782e	;
0x43	0x782b	;
0x44	0x7821	;
0x45	0x7829	;
0x46	0x7833	;
0x47	0x782a	;
0x48	0x7831	;
0x49	0x7954	;
0x4a	0x795b	;
0x4b	0x794f	;
0x4c	0x795c	;
0x4d	0x7953	;
0x4e	0x7952	;
0x4f	0x7951	;
0x50	0x79eb	;
0x51	0x79ec	;
0x52	0x79e0	;
0x53	0x79ee	;
0x54	0x79ed	;
0x55	0x79ea	;
0x56	0x79dc	;
0x57	0x79de	;
0x58	0x79dd	;
0x59	0x7a86	;
0x5a	0x7a89	;
0x5b	0x7a85	;
0x5c	0x7a8b	;
0x5d	0x7a8c	;
0x5e	0x7a8a	;
0x5f	0x7a87	;
0x60	0x7ad8	;
0x61	0x7b10	;
0x62	0x7b04	;@
0x63	0x7b13	;A
0x64	0x7b05	;B
0x65	0x7b0f	;C
0x66	0x7b08	;D
0x67	0x7b0a	;E
0x68	0x7b0e	;F
0x69	0x7b09	;G
0x6a	0x7b12	;H
0x6b	0x7c84	;I
0x6c	0x7c91	;J
0x6d	0x7c8a	;K
0x6e	0x7c8c	;L
0x6f	0x7c88	;M
0x70	0x7c8d	;N
0x71	0x7c85	;O
0x72	0x7d1e	;P
0x73	0x7d1d	;Q
0x74	0x7d11	;R
0x75	0x7d0e	;S
0x76	0x7d18	;T
0x77	0x7d16	;U
0x78	0x7d13	;V
0x79	0x7d1f	;W
0x7a	0x7d12	;X
0x7b	0x7d0f	;Y
0x7c	0x7d0c	;Z
0x7d	0x7f5c	;[
0x7e	0x7f61	;\
0xa1	0xe6fa
0xa2	0xe6fb
0xa3	0xe6fc
0xa4	0xe6fd
0xa5	0xe6fe
0xa6	0xe6ff
0xa7	0xe700
0xa8	0xe701
0xa9	0xe702
0xaa	0xe703
0xab	0xe704
0xac	0xe705
0xad	0xe706
0xae	0xe707
0xaf	0xe708
0xb0	0xe709
0xb1	0xe70a
0xb2	0xe70b
0xb3	0xe70c
0xb4	0xe70d
0xb5	0xe70e
0xb6	0xe70f
0xb7	0xe710
0xb8	0xe711
0xb9	0xe712
0xba	0xe713
0xbb	0xe714
0xbc	0xe715
0xbd	0xe716
0xbe	0xe717
0xbf	0xe718
0xc0	0xe719
0xc1	0xe71a
0xc2	0xe71b
0xc3	0xe71c
0xc4	0xe71d
0xc5	0xe71e
0xc6	0xe71f
0xc7	0xe720
0xc8	0xe721
0xc9	0xe722
0xca	0xe723
0xcb	0xe724
0xcc	0xe725
0xcd	0xe726
0xce	0xe727
0xcf	0xe728
0xd0	0xe729
0xd1	0xe72a
0xd2	0xe72b
0xd3	0xe72c
0xd4	0xe72d
0xd5	0xe72e
0xd6	0xe72f
0xd7	0xe730
0xd8	0xe731
0xd9	0xe732
0xda	0xe733
0xdb	0xe734
0xdc	0xe735
0xdd	0xe736
0xde	0xe737
0xdf	0xe738
0xe0	0xe739
0xe1	0xe73a
0xe2	0xe73b
0xe3	0xe73c
0xe4	0xe73d
0xe5	0xe73e
0xe6	0xe73f
0xe7	0xe740
0xe8	0xe741
0xe9	0xe742
0xea	0xe743
0xeb	0xe744
0xec	0xe745
0xed	0xe746
0xee	0xe747
0xef	0xe748
0xf0	0xe749
0xf1	0xe74a
0xf2	0xe74b
0xf3	0xe74c
0xf4	0xe74d
0xf5	0xe74e
0xf6	0xe74f
0xf7	0xe750
0xf8	0xe751
0xf9	0xe752
0xfa	0xe753
0xfb	0xe754
0xfc	0xe755
0xfd	0xe756
0xfe	0xe757

DBCSTABLE 188           ;LeadByte = 0xb2

0x21	0x7f5e	;]
0x22	0x7f60	;^
0x23	0x7f5d	;_
0x24	0x7f5b	;`
0x25	0x7f96	;a
0x26	0x7f92	;b
0x27	0x7fc3	;c
0x28	0x7fc2	;d
0x29	0x7fc0	;e
0x2a	0x8016	;f
0x2b	0x803e	;g
0x2c	0x8039	;h
0x2d	0x80fa	;i
0x2e	0x80f2	;j
0x2f	0x80f9	;k
0x30	0x80f5	;l
0x31	0x8101	;m
0x32	0x80fb	;n
0x33	0x8100	;o
0x34	0x8201	;p
0x35	0x822f	;q
0x36	0x8225	;r
0x37	0x8333	;s
0x38	0x832d	;t
0x39	0x8344	;u
0x3a	0x8319	;v
0x3b	0x8351	;w
0x3c	0x8325	;x
0x3d	0x8356	;y
0x3e	0x833f	;z
0x3f	0x8341	;{
0x40	0x8326	;|
0x41	0x831c	;}
0x42	0x8322	;~
0x43	0x8342	;ӡ
0x44	0x834e	;Ӣ
0x45	0x831b	;ӣ
0x46	0x832a	;Ӥ
0x47	0x8308	;ӥ
0x48	0x833c	;Ӧ
0x49	0x834d	;ӧ
0x4a	0x8316	;Ө
0x4b	0x8324	;ө
0x4c	0x8320	;Ӫ
0x4d	0x8337	;ӫ
0x4e	0x832f	;Ӭ
0x4f	0x8329	;ӭ
0x50	0x8347	;Ӯ
0x51	0x8345	;ӯ
0x52	0x834c	;Ӱ
0x53	0x8353	;ӱ
0x54	0x831e	;Ӳ
0x55	0x832c	;ӳ
0x56	0x834b	;Ӵ
0x57	0x8327	;ӵ
0x58	0x8348	;Ӷ
0x59	0x8653	;ӷ
0x5a	0x8652	;Ӹ
0x5b	0x86a2	;ӹ
0x5c	0x86a8	;Ӻ
0x5d	0x8696	;ӻ
0x5e	0x868d	;Ӽ
0x5f	0x8691	;ӽ
0x60	0x869e	;Ӿ
0x61	0x8687	;ӿ
0x62	0x8697	;
0x63	0x8686	;
0x64	0x868b	;
0x65	0x869a	;
0x66	0x8685	;
0x67	0x86a5	;
0x68	0x8699	;
0x69	0x86a1	;
0x6a	0x86a7	;
0x6b	0x8695	;
0x6c	0x8698	;
0x6d	0x868e	;
0x6e	0x869d	;
0x6f	0x8690	;
0x70	0x8694	;
0x71	0x8843	;
0x72	0x8844	;
0x73	0x886d	;
0x74	0x8875	;
0x75	0x8876	;
0x76	0x8872	;
0x77	0x8880	;
0x78	0x8871	;
0x79	0x887f	;
0x7a	0x886f	;
0x7b	0x8883	;
0x7c	0x887e	;
0x7d	0x8874	;
0x7e	0x887c	;
0xa1	0xe758
0xa2	0xe759
0xa3	0xe75a
0xa4	0xe75b
0xa5	0xe75c
0xa6	0xe75d
0xa7	0xe75e
0xa8	0xe75f
0xa9	0xe760
0xaa	0xe761
0xab	0xe762
0xac	0xe763
0xad	0xe764
0xae	0xe765
0xaf	0xe766
0xb0	0xe767
0xb1	0xe768
0xb2	0xe769
0xb3	0xe76a
0xb4	0xe76b
0xb5	0xe76c
0xb6	0xe76d
0xb7	0xe76e
0xb8	0xe76f
0xb9	0xe770
0xba	0xe771
0xbb	0xe772
0xbc	0xe773
0xbd	0xe774
0xbe	0xe775
0xbf	0xe776
0xc0	0xe777
0xc1	0xe778
0xc2	0xe779
0xc3	0xe77a
0xc4	0xe77b
0xc5	0xe77c
0xc6	0xe77d
0xc7	0xe77e
0xc8	0xe77f
0xc9	0xe780
0xca	0xe781
0xcb	0xe782
0xcc	0xe783
0xcd	0xe784
0xce	0xe785
0xcf	0xe786
0xd0	0xe787
0xd1	0xe788
0xd2	0xe789
0xd3	0xe78a
0xd4	0xe78b
0xd5	0xe78c
0xd6	0xe78d
0xd7	0xe78e
0xd8	0xe78f
0xd9	0xe790
0xda	0xe791
0xdb	0xe792
0xdc	0xe793
0xdd	0xe794
0xde	0xe795
0xdf	0xe796
0xe0	0xe797
0xe1	0xe798
0xe2	0xe799
0xe3	0xe79a
0xe4	0xe79b
0xe5	0xe79c
0xe6	0xe79d
0xe7	0xe79e
0xe8	0xe79f
0xe9	0xe7a0
0xea	0xe7a1
0xeb	0xe7a2
0xec	0xe7a3
0xed	0xe7a4
0xee	0xe7a5
0xef	0xe7a6
0xf0	0xe7a7
0xf1	0xe7a8
0xf2	0xe7a9
0xf3	0xe7aa
0xf4	0xe7ab
0xf5	0xe7ac
0xf6	0xe7ad
0xf7	0xe7ae
0xf8	0xe7af
0xf9	0xe7b0
0xfa	0xe7b1
0xfb	0xe7b2
0xfc	0xe7b3
0xfd	0xe7b4
0xfe	0xe7b5

DBCSTABLE 188           ;LeadByte = 0xb3

0x21	0x8a12	;
0x22	0x8c47	;
0x23	0x8c57	;
0x24	0x8c7b	;
0x25	0x8ca4	;
0x26	0x8ca3	;
0x27	0x8d76	;
0x28	0x8d78	;
0x29	0x8db5	;
0x2a	0x8db7	;
0x2b	0x8db6	;
0x2c	0x8ed1	;
0x2d	0x8ed3	;
0x2e	0x8ffe	;
0x2f	0x8ff5	;
0x30	0x9002	;
0x31	0x8fff	;
0x32	0x8ffb	;
0x33	0x9004	;
0x34	0x8ffc	;
0x35	0x8ff6	;
0x36	0x90d6	;
0x37	0x90e0	;
0x38	0x90d9	;
0x39	0x90da	;
0x3a	0x90e3	;
0x3b	0x90df	;
0x3c	0x90e5	;
0x3d	0x90d8	;
0x3e	0x90db	;
0x3f	0x90d7	;
0x40	0x90dc	;
0x41	0x90e4	;
0x42	0x9150	;
0x43	0x914e	;@
0x44	0x914f	;A
0x45	0x91d5	;B
0x46	0x91e2	;C
0x47	0x91da	;D
0x48	0x965c	;E
0x49	0x965f	;F
0x4a	0x96bc	;G
0x4b	0x98e3	;H
0x4c	0x9adf	;I
0x4d	0x9b2f	;J
0x4e	0x4e7f	;K
0x4f	0x5070	;L
0x50	0x506a	;M
0x51	0x5061	;N
0x52	0x505e	;O
0x53	0x5060	;P
0x54	0x5053	;Q
0x55	0x504b	;R
0x56	0x505d	;S
0x57	0x5072	;T
0x58	0x5048	;U
0x59	0x504d	;V
0x5a	0x5041	;W
0x5b	0x505b	;X
0x5c	0x504a	;Y
0x5d	0x5062	;Z
0x5e	0x5015	;[
0x5f	0x5045	;\
0x60	0x505f	;]
0x61	0x5069	;^
0x62	0x506b	;_
0x63	0x5063	;`
0x64	0x5064	;a
0x65	0x5046	;b
0x66	0x5040	;c
0x67	0x506e	;d
0x68	0x5073	;e
0x69	0x5057	;f
0x6a	0x5051	;g
0x6b	0x51d0	;h
0x6c	0x526b	;i
0x6d	0x526d	;j
0x6e	0x526c	;k
0x6f	0x526e	;l
0x70	0x52d6	;m
0x71	0x52d3	;n
0x72	0x532d	;o
0x73	0x539c	;p
0x74	0x5575	;q
0x75	0x5576	;r
0x76	0x553c	;s
0x77	0x554d	;t
0x78	0x5550	;u
0x79	0x5534	;v
0x7a	0x552a	;w
0x7b	0x5551	;x
0x7c	0x5562	;y
0x7d	0x5536	;z
0x7e	0x5535	;{
0xa1	0xe7b6
0xa2	0xe7b7
0xa3	0xe7b8
0xa4	0xe7b9
0xa5	0xe7ba
0xa6	0xe7bb
0xa7	0xe7bc
0xa8	0xe7bd
0xa9	0xe7be
0xaa	0xe7bf
0xab	0xe7c0
0xac	0xe7c1
0xad	0xe7c2
0xae	0xe7c3
0xaf	0xe7c4
0xb0	0xe7c5
0xb1	0xe7c6
0xb2	0xe7c7
0xb3	0xe7c8
0xb4	0xe7c9
0xb5	0xe7ca
0xb6	0xe7cb
0xb7	0xe7cc
0xb8	0xe7cd
0xb9	0xe7ce
0xba	0xe7cf
0xbb	0xe7d0
0xbc	0xe7d1
0xbd	0xe7d2
0xbe	0xe7d3
0xbf	0xe7d4
0xc0	0xe7d5
0xc1	0xe7d6
0xc2	0xe7d7
0xc3	0xe7d8
0xc4	0xe7d9
0xc5	0xe7da
0xc6	0xe7db
0xc7	0xe7dc
0xc8	0xe7dd
0xc9	0xe7de
0xca	0xe7df
0xcb	0xe7e0
0xcc	0xe7e1
0xcd	0xe7e2
0xce	0xe7e3
0xcf	0xe7e4
0xd0	0xe7e5
0xd1	0xe7e6
0xd2	0xe7e7
0xd3	0xe7e8
0xd4	0xe7e9
0xd5	0xe7ea
0xd6	0xe7eb
0xd7	0xe7ec
0xd8	0xe7ed
0xd9	0xe7ee
0xda	0xe7ef
0xdb	0xe7f0
0xdc	0xe7f1
0xdd	0xe7f2
0xde	0xe7f3
0xdf	0xe7f4
0xe0	0xe7f5
0xe1	0xe7f6
0xe2	0xe7f7
0xe3	0xe7f8
0xe4	0xe7f9
0xe5	0xe7fa
0xe6	0xe7fb
0xe7	0xe7fc
0xe8	0xe7fd
0xe9	0xe7fe
0xea	0xe7ff
0xeb	0xe800
0xec	0xe801
0xed	0xe802
0xee	0xe803
0xef	0xe804
0xf0	0xe805
0xf1	0xe806
0xf2	0xe807
0xf3	0xe808
0xf4	0xe809
0xf5	0xe80a
0xf6	0xe80b
0xf7	0xe80c
0xf8	0xe80d
0xf9	0xe80e
0xfa	0xe80f
0xfb	0xe810
0xfc	0xe811
0xfd	0xe812
0xfe	0xe813

DBCSTABLE 188           ;LeadByte = 0xb4

0x21	0x5530	;|
0x22	0x5552	;}
0x23	0x5545	;~
0x24	0x550c	;ԡ
0x25	0x5532	;Ԣ
0x26	0x5565	;ԣ
0x27	0x554e	;Ԥ
0x28	0x5539	;ԥ
0x29	0x5548	;Ԧ
0x2a	0x552d	;ԧ
0x2b	0x553b	;Ԩ
0x2c	0x5540	;ԩ
0x2d	0x554b	;Ԫ
0x2e	0x570a	;ԫ
0x2f	0x5707	;Ԭ
0x30	0x57fb	;ԭ
0x31	0x5814	;Ԯ
0x32	0x57e2	;ԯ
0x33	0x57f6	;԰
0x34	0x57dc	;Ա
0x35	0x57f4	;Բ
0x36	0x5800	;Գ
0x37	0x57ed	;Դ
0x38	0x57fd	;Ե
0x39	0x5808	;Զ
0x3a	0x57f8	;Է
0x3b	0x580b	;Ը
0x3c	0x57f3	;Թ
0x3d	0x57cf	;Ժ
0x3e	0x5807	;Ի
0x3f	0x57ee	;Լ
0x40	0x57e3	;Խ
0x41	0x57f2	;Ծ
0x42	0x57e5	;Կ
0x43	0x57ec	;
0x44	0x57e1	;
0x45	0x580e	;
0x46	0x57fc	;
0x47	0x5810	;
0x48	0x57e7	;
0x49	0x5801	;
0x4a	0x580c	;
0x4b	0x57f1	;
0x4c	0x57e9	;
0x4d	0x57f0	;
0x4e	0x580d	;
0x4f	0x5804	;
0x50	0x595c	;
0x51	0x5a60	;
0x52	0x5a58	;
0x53	0x5a55	;
0x54	0x5a67	;
0x55	0x5a5e	;
0x56	0x5a38	;
0x57	0x5a35	;
0x58	0x5a6d	;
0x59	0x5a50	;
0x5a	0x5a5f	;
0x5b	0x5a65	;
0x5c	0x5a6c	;
0x5d	0x5a53	;
0x5e	0x5a64	;
0x5f	0x5a57	;
0x60	0x5a43	;
0x61	0x5a5d	;
0x62	0x5a52	;
0x63	0x5a44	;
0x64	0x5a5b	;
0x65	0x5a48	;
0x66	0x5a8e	;
0x67	0x5a3e	;
0x68	0x5a4d	;
0x69	0x5a39	;
0x6a	0x5a4c	;
0x6b	0x5a70	;
0x6c	0x5a69	;
0x6d	0x5a47	;
0x6e	0x5a51	;
0x6f	0x5a56	;
0x70	0x5a42	;
0x71	0x5a5c	;
0x72	0x5b72	;
0x73	0x5b6e	;
0x74	0x5bc1	;
0x75	0x5bc0	;
0x76	0x5c59	;
0x77	0x5d1e	;
0x78	0x5d0b	;
0x79	0x5d1d	;
0x7a	0x5d1a	;
0x7b	0x5d20	;
0x7c	0x5d0c	;
0x7d	0x5d28	;
0x7e	0x5d0d	;
0xa1	0xe814
0xa2	0xe815
0xa3	0xe816
0xa4	0xe817
0xa5	0xe818
0xa6	0xe819
0xa7	0xe81a
0xa8	0xe81b
0xa9	0xe81c
0xaa	0xe81d
0xab	0xe81e
0xac	0xe81f
0xad	0xe820
0xae	0xe821
0xaf	0xe822
0xb0	0xe823
0xb1	0xe824
0xb2	0xe825
0xb3	0xe826
0xb4	0xe827
0xb5	0xe828
0xb6	0xe829
0xb7	0xe82a
0xb8	0xe82b
0xb9	0xe82c
0xba	0xe82d
0xbb	0xe82e
0xbc	0xe82f
0xbd	0xe830
0xbe	0xe831
0xbf	0xe832
0xc0	0xe833
0xc1	0xe834
0xc2	0xe835
0xc3	0xe836
0xc4	0xe837
0xc5	0xe838
0xc6	0xe839
0xc7	0xe83a
0xc8	0xe83b
0xc9	0xe83c
0xca	0xe83d
0xcb	0xe83e
0xcc	0xe83f
0xcd	0xe840
0xce	0xe841
0xcf	0xe842
0xd0	0xe843
0xd1	0xe844
0xd2	0xe845
0xd3	0xe846
0xd4	0xe847
0xd5	0xe848
0xd6	0xe849
0xd7	0xe84a
0xd8	0xe84b
0xd9	0xe84c
0xda	0xe84d
0xdb	0xe84e
0xdc	0xe84f
0xdd	0xe850
0xde	0xe851
0xdf	0xe852
0xe0	0xe853
0xe1	0xe854
0xe2	0xe855
0xe3	0xe856
0xe4	0xe857
0xe5	0xe858
0xe6	0xe859
0xe7	0xe85a
0xe8	0xe85b
0xe9	0xe85c
0xea	0xe85d
0xeb	0xe85e
0xec	0xe85f
0xed	0xe860
0xee	0xe861
0xef	0xe862
0xf0	0xe863
0xf1	0xe864
0xf2	0xe865
0xf3	0xe866
0xf4	0xe867
0xf5	0xe868
0xf6	0xe869
0xf7	0xe86a
0xf8	0xe86b
0xf9	0xe86c
0xfa	0xe86d
0xfb	0xe86e
0xfc	0xe86f
0xfd	0xe870
0xfe	0xe871

DBCSTABLE 188           ;LeadByte = 0xb5

0x21	0x5d26	;
0x22	0x5d25	;
0x23	0x5d0f	;
0x24	0x5d30	;@
0x25	0x5d12	;A
0x26	0x5d23	;B
0x27	0x5d1f	;C
0x28	0x5d2e	;D
0x29	0x5e3e	;E
0x2a	0x5e34	;F
