0x587b	;
DBCSTABLE	188	;LeadByte = 0xd8

0x41	0xf028	;
0x42	0xf029	;
0x43	0xf02a	;
0x44	0xf02b	;
0x45	0xf02c	;
0x46	0xf02d	;
0x47	0xf02e	;
0x48	0xf02f	;
0x49	0xf030	;
0x4a	0xf031	;
0x4b	0xf032	;
0x4c	0xf033	;
0x4d	0xf034	;
0x4e	0xf035	;
0x4f	0xf036	;
0x50	0xf037	;
0x51	0xf038	;
0x52	0xf039	;
0x53	0xf03a	;
0x54	0xf03b	;
0x55	0xf03c	;
0x56	0xf03d	;
0x57	0xf03e	;
0x58	0xf03f	;
0x59	0xf040	;
0x5a	0xf041	;
0x5b	0xf042	;
0x5c	0xf043	;
0x5d	0xf044	;
0x5e	0xf045	;
0x5f	0xf046	;
0x60	0xf047	;
0x61	0xf048	;
0x62	0xf049	;
0x63	0xf04a	;
0x64	0xf04b	;
0x65	0xf04c	;
0x66	0xf04d	;
0x67	0xf04e	;
0x68	0xf04f	;
0x69	0xf050	;
0x6a	0xf051	;
0x6b	0xf052	;
0x6c	0xf053	;
0x6d	0xf054	;
0x6e	0xf055	;
0x6f	0xf056	;
0x70	0xf057	;
0x71	0xf058	;
0x72	0xf059	;
0x73	0xf05a	;
0x74	0xf05b	;
0x75	0xf05c	;
0x76	0xf05d	;
0x77	0xf05e	;
0x78	0xf05f	;
0x79	0xf060	;
0x7a	0xf061	;
0x7b	0xf062	;
0x7c	0xf063	;
0x7d	0xf064	;
0x7e	0xf065	;
0x7f	0xf066	;
0x81	0xf067	;
0x82	0xf068	;
0x83	0xf069	;
0x84	0xf06a	;
0x85	0xf06b	;
0x86	0xf06c	;
0x87	0xf06d	;
0x88	0xf06e	;
0x89	0xf06f	;
0x8a	0xf070	;
0x8b	0xf071	;
0x8c	0xf072	;
0x8d	0xf073	;
0x8e	0xf074	;
0x8f	0xf075	;
0x90	0xf076	;
0x91	0xf077	;
0x92	0xf078	;
0x93	0xf079	;
0x94	0xf07a	;
0x95	0xf07b	;
0x96	0xf07c	;
0x97	0xf07d	;
0x98	0xf07e	;
0x99	0xf07f	;
0x9a	0xf080	;
0x9b	0xf081	;
0x9c	0xf082	;
0x9d	0xf083	;
0x9e	0xf084	;
0x9f	0xf085	;
0xa0	0xf086	;
0xa1	0xf087	;
0xa2	0xf088	;
0xa3	0xf089	;
0xa4	0xf08a	;
0xa5	0xf08b	;
0xa6	0xf08c	;
0xa7	0xf08d	;
0xa8	0xf08e	;
0xa9	0xf08f	;
0xaa	0xf090	;
0xab	0xf091	;
0xac	0xf092	;
0xad	0xf093	;
0xae	0xf094	;
0xaf	0xf095	;
0xb0	0xf096	;
0xb1	0xf097	;
0xb2	0xf098	;
0xb3	0xf099	;
0xb4	0xf09a	;
0xb5	0xf09b	;
0xb6	0xf09c	;
0xb7	0xf09d	;
0xb8	0xf09e	;
0xb9	0xf09f	;
0xba	0xf0a0	;
0xbb	0xf0a1	;
0xbc	0xf0a2	;
0xbd	0xf0a3	;
0xbe	0xf0a4	;
0xbf	0xf0a5	;
0xc0	0xf0a6	;
0xc1	0xf0a7	;
0xc2	0xf0a8	;
0xc3	0xf0a9	;
0xc4	0xf0aa	;
0xc5	0xf0ab	;
0xc6	0xf0ac	;
0xc7	0xf0ad	;
0xc8	0xf0ae	;
0xc9	0xf0af	;
0xca	0xf0b0	;
0xcb	0xf0b1	;
0xcc	0xf0b2	;
0xcd	0xf0b3	;
0xce	0xf0b4	;
0xcf	0xf0b5	;
0xd0	0xf0b6	;
0xd1	0xf0b7	;
0xd2	0xf0b8	;
0xd3	0xf0b9	;
0xd4	0xf0ba	;
0xd5	0xf0bb	;
0xd6	0xf0bc	;
0xd7	0xf0bd	;
0xd8	0xf0be	;
0xd9	0xf0bf	;
0xda	0xf0c0	;
0xdb	0xf0c1	;
0xdc	0xf0c2	;
0xdd	0xf0c3	;
0xde	0xf0c4	;
0xdf	0xf0c5	;
0xe0	0xf0c6	;
0xe1	0xf0c7	;
0xe2	0xf0c8	;
0xe3	0xf0c9	;
0xe4	0xf0ca	;
0xe5	0xf0cb	;
0xe6	0xf0cc	;
0xe7	0xf0cd	;
0xe8	0xf0ce	;
0xe9	0xf0cf	;
0xea	0xf0d0	;
0xeb	0xf0d1	;
0xec	0xf0d2	;
0xed	0xf0d3	;
0xee	0xf0d4	;
0xef	0xf0d5	;
0xf0	0xf0d6	;
0xf1	0xf0d7	;
0xf2	0xf0d8	;
0xf3	0xf0d9	;
0xf4	0xf0da	;
0xf5	0xf0db	;
0xf6	0xf0dc	;
0xf7	0xf0dd	;
0xf8	0xf0de	;
0xf9	0xf0df	;
0xfa	0xf0e0	;
0xfb	0xf0e1	;
0xfc	0xf0e2	;
0xfd	0xf0e3	;

DBCSTABLE	188	;LeadByte = 0xd9

0x41	0xf0e4	;
0x42	0xf0e5	;
0x43	0xf0e6	;
0x44	0xf0e7	;
0x45	0xf0e8	;
0x46	0xf0e9	;
0x47	0xf0ea	;
0x48	0xf0eb	;
0x49	0xf0ec	;
0x4a	0xf0ed	;
0x4b	0xf0ee	;
0x4c	0xf0ef	;
0x4d	0xf0f0	;
0x4e	0xf0f1	;
0x4f	0xf0f2	;
0x50	0xf0f3	;
0x51	0xf0f4	;
0x52	0xf0f5	;
0x53	0xf0f6	;
0x54	0xf0f7	;
0x55	0xf0f8	;
0x56	0xf0f9	;
0x57	0xf0fa	;
0x58	0xf0fb	;
0x59	0xf0fc	;
0x5a	0xf0fd	;
0x5b	0xf0fe	;
0x5c	0xf0ff	;
0x5d	0xf100	;
0x5e	0xf101	;
0x5f	0xf102	;
0x60	0xf103	;
0x61	0xf104	;
0x62	0xf105	;
0x63	0xf106	;
0x64	0xf107	;
0x65	0xf108	;
0x66	0xf109	;
0x67	0xf10a	;
0x68	0xf10b	;
0x69	0xf10c	;
0x6a	0xf10d	;
0x6b	0xf10e	;
0x6c	0xf10f	;
0x6d	0xf110	;
0x6e	0xf111	;
0x6f	0xf112	;
0x70	0xf113	;
0x71	0xf114	;
0x72	0xf115	;
0x73	0xf116	;
0x74	0xf117	;
0x75	0xf118	;
0x76	0xf119	;
0x77	0xf11a	;
0x78	0xf11b	;
0x79	0xf11c	;
0x7a	0xf11d	;
0x7b	0xf11e	;
0x7c	0xf11f	;
0x7d	0xf120	;
0x7e	0xf121	;
0x7f	0xf122	;
0x81	0xf123	;
0x82	0xf124	;
0x83	0xf125	;
0x84	0xf126	;
0x85	0xf127	;
0x86	0xf128	;
0x87	0xf129	;
0x88	0xf12a	;
0x89	0xf12b	;
0x8a	0xf12c	;
0x8b	0xf12d	;
0x8c	0xf12e	;
0x8d	0xf12f	;
0x8e	0xf130	;
0x8f	0xf131	;
0x90	0xf132	;
0x91	0xf133	;
0x92	0xf134	;
0x93	0xf135	;
0x94	0xf136	;
0x95	0xf137	;
0x96	0xf138	;
0x97	0xf139	;
0x98	0xf13a	;
0x99	0xf13b	;
0x9a	0xf13c	;
0x9b	0xf13d	;
0x9c	0xf13e	;
0x9d	0xf13f	;
0x9e	0xf140	;
0x9f	0xf141	;
0xa0	0xf142	;
0xa1	0xf143	;
0xa2	0xf144	;
0xa3	0xf145	;
0xa4	0xf146	;
0xa5	0xf147	;
0xa6	0xf148	;
0xa7	0xf149	;
0xa8	0xf14a	;
0xa9	0xf14b	;
0xaa	0xf14c	;
0xab	0xf14d	;
0xac	0xf14e	;
0xad	0xf14f	;
0xae	0xf150	;
0xaf	0xf151	;
0xb0	0xf152	;
0xb1	0xf153	;
0xb2	0xf154	;
0xb3	0xf155	;
0xb4	0xf156	;
0xb5	0xf157	;
0xb6	0xf158	;
0xb7	0xf159	;
0xb8	0xf15a	;
0xb9	0xf15b	;
0xba	0xf15c	;
0xbb	0xf15d	;
0xbc	0xf15e	;
0xbd	0xf15f	;
0xbe	0xf160	;
0xbf	0xf161	;
0xc0	0xf162	;
0xc1	0xf163	;
0xc2	0xf164	;
0xc3	0xf165	;
0xc4	0xf166	;
0xc5	0xf167	;
0xc6	0xf168	;
0xc7	0xf169	;
0xc8	0xf16a	;
0xc9	0xf16b	;
0xca	0xf16c	;
0xcb	0xf16d	;
0xcc	0xf16e	;
0xcd	0xf16f	;
0xce	0xf170	;
0xcf	0xf171	;
0xd0	0xf172	;
0xd1	0xf173	;
0xd2	0xf174	;
0xd3	0xf175	;
0xd4	0xf176	;
0xd5	0xf177	;
0xd6	0xf178	;
0xd7	0xf179	;
0xd8	0xf17a	;
0xd9	0xf17b	;
0xda	0xf17c	;
0xdb	0xf17d	;
0xdc	0xf17e	;
0xdd	0xf17f	;
0xde	0xf180	;
0xdf	0xf181	;
0xe0	0xf182	;
0xe1	0xf183	;
0xe2	0xf184	;
0xe3	0xf185	;
0xe4	0xf186	;
0xe5	0xf187	;
0xe6	0xf188	;
0xe7	0xf189	;
0xe8	0xf18a	;
0xe9	0xf18b	;
0xea	0xf18c	;
0xeb	0xf18d	;
0xec	0xf18e	;
0xed	0xf18f	;
0xee	0xf190	;
0xef	0xf191	;
0xf0	0xf192	;
0xf1	0xf193	;
0xf2	0xf194	;
0xf3	0xf195	;
0xf4	0xf196	;
0xf5	0xf197	;
0xf6	0xf198	;
0xf7	0xf199	;
0xf8	0xf19a	;
0xf9	0xf19b	;
0xfa	0xf19c	;
0xfb	0xf19d	;
0xfc	0xf19e	;
0xfd	0xf19f	;

DBCSTABLE	188	;LeadByte = 0xda

0x41	0xf1a0	;
0x42	0xf1a1	;
0x43	0xf1a2	;
0x44	0xf1a3	;
0x45	0xf1a4	;
0x46	0xf1a5	;
0x47	0xf1a6	;
0x48	0xf1a7	;
0x49	0xf1a8	;
0x4a	0xf1a9	;
0x4b	0xf1aa	;
0x4c	0xf1ab	;
0x4d	0xf1ac	;
0x4e	0xf1ad	;
0x4f	0xf1ae	;
0x50	0xf1af	;
0x51	0xf1b0	;
0x52	0xf1b1	;
0x53	0xf1b2	;
0x54	0xf1b3	;
0x55	0xf1b4	;
0x56	0xf1b5	;
0x57	0xf1b6	;
0x58	0xf1b7	;
0x59	0xf1b8	;
0x5a	0xf1b9	;
0x5b	0xf1ba	;
0x5c	0xf1bb	;
0x5d	0xf1bc	;
0x5e	0xf1bd	;
0x5f	0xf1be	;
0x60	0xf1bf	;
0x61	0xf1c0	;
0x62	0xf1c1	;
0x63	0xf1c2	;
0x64	0xf1c3	;
0x65	0xf1c4	;
0x66	0xf1c5	;
0x67	0xf1c6	;
0x68	0xf1c7	;
0x69	0xf1c8	;
0x6a	0xf1c9	;
0x6b	0xf1ca	;
0x6c	0xf1cb	;
0x6d	0xf1cc	;
0x6e	0xf1cd	;
0x6f	0xf1ce	;
0x70	0xf1cf	;
0x71	0xf1d0	;
0x72	0xf1d1	;
0x73	0xf1d2	;
0x74	0xf1d3	;
0x75	0xf1d4	;
0x76	0xf1d5	;
0x77	0xf1d6	;
0x78	0xf1d7	;
0x79	0xf1d8	;
0x7a	0xf1d9	;
0x7b	0xf1da	;
0x7c	0xf1db	;
0x7d	0xf1dc	;
0x7e	0xf1dd	;
0x7f	0xf1de	;
0x81	0xf1df	;
0x82	0xf1e0	;
0x83	0xf1e1	;
0x84	0xf1e2	;
0x85	0xf1e3	;
0x86	0xf1e4	;
0x87	0xf1e5	;
0x88	0xf1e6	;
0x89	0xf1e7	;
0x8a	0xf1e8	;
0x8b	0xf1e9	;
0x8c	0xf1ea	;
0x8d	0xf1eb	;
0x8e	0xf1ec	;
0x8f	0xf1ed	;
0x90	0xf1ee	;
0x91	0xf1ef	;
0x92	0xf1f0	;
0x93	0xf1f1	;
0x94	0xf1f2	;
0x95	0xf1f3	;
0x96	0xf1f4	;
0x97	0xf1f5	;
0x98	0xf1f6	;
0x99	0xf1f7	;
0x9a	0xf1f8	;
0x9b	0xf1f9	;
0x9c	0xf1fa	;
0x9d	0xf1fb	;
0x9e	0xf1fc	;
0x9f	0xf1fd	;
0xa0	0xf1fe	;
0xa1	0xf1ff	;
0xa2	0xf200	;
0xa3	0xf201	;
0xa4	0xf202	;
0xa5	0xf203	;
0xa6	0xf204	;
0xa7	0xf205	;
0xa8	0xf206	;
0xa9	0xf207	;
0xaa	0xf208	;
0xab	0xf209	;
0xac	0xf20a	;
0xad	0xf20b	;
0xae	0xf20c	;
0xaf	0xf20d	;
0xb0	0xf20e	;
0xb1	0xf20f	;
0xb2	0xf210	;
0xb3	0xf211	;
0xb4	0xf212	;
0xb5	0xf213	;
0xb6	0xf214	;
0xb7	0xf215	;
0xb8	0xf216	;
0xb9	0xf217	;
0xba	0xf218	;
0xbb	0xf219	;
0xbc	0xf21a	;
0xbd	0xf21b	;
0xbe	0xf21c	;
0xbf	0xf21d	;
0xc0	0xf21e	;
0xc1	0xf21f	;
0xc2	0xf220	;
0xc3	0xf221	;
0xc4	0xf222	;
0xc5	0xf223	;
0xc6	0xf224	;
0xc7	0xf225	;
0xc8	0xf226	;
0xc9	0xf227	;
0xca	0xf228	;
0xcb	0xf229	;
0xcc	0xf22a	;
0xcd	0xf22b	;
0xce	0xf22c	;
0xcf	0xf22d	;
0xd0	0xf22e	;
0xd1	0xf22f	;
0xd2	0xf230	;
0xd3	0xf231	;
0xd4	0xf232	;
0xd5	0xf233	;
0xd6	0xf234	;
0xd7	0xf235	;
0xd8	0xf236	;
0xd9	0xf237	;
0xda	0xf238	;
0xdb	0xf239	;
0xdc	0xf23a	;
0xdd	0xf23b	;
0xde	0xf23c	;
0xdf	0xf23d	;
0xe0	0xf23e	;
0xe1	0xf23f	;
0xe2	0xf240	;
0xe3	0xf241	;
0xe4	0xf242	;
0xe5	0xf243	;
0xe6	0xf244	;
0xe7	0xf245	;
0xe8	0xf246	;
0xe9	0xf247	;
0xea	0xf248	;
0xeb	0xf249	;
0xec	0xf24a	;
0xed	0xf24b	;
0xee	0xf24c	;
0xef	0xf24d	;
0xf0	0xf24e	;
0xf1	0xf24f	;
0xf2	0xf250	;
0xf3	0xf251	;
0xf4	0xf252	;
0xf5	0xf253	;
0xf6	0xf254	;
0xf7	0xf255	;
0xf8	0xf256	;
0xf9	0xf257	;
0xfa	0xf258	;
0xfb	0xf259	;
0xfc	0xf25a	;
0xfd	0xf25b	;

DBCSTABLE	188	;LeadByte = 0xdb

0x41	0xf25c	;
0x42	0xf25d	;
0x43	0xf25e	;
0x44	0xf25f	;
0x45	0xf260	;
0x46	0xf261	;
0x47	0xf262	;
0x48	0xf263	;
0x49	0xf264	;
0x4a	0xf265	;
0x4b	0xf266	;
0x4c	0xf267	;
0x4d	0xf268	;
0x4e	0xf269	;
0x4f	0xf26a	;
0x50	0xf26b	;
0x51	0xf26c	;
0x52	0xf26d	;
0x53	0xf26e	;
0x54	0xf26f	;
0x55	0xf270	;
0x56	0xf271	;
0x57	0xf272	;
0x58	0xf273	;
0x59	0xf274	;
0x5a	0xf275	;
0x5b	0xf276	;
0x5c	0xf277	;
0x5d	0xf278	;
0x5e	0xf279	;
0x5f	0xf27a	;
0x60	0xf27b	;
0x61	0xf27c	;
0x62	0xf27d	;
0x63	0xf27e	;
0x64	0xf27f	;
0x65	0xf280	;
0x66	0xf281	;
0x67	0xf282	;
0x68	0xf283	;
0x69	0xf284	;
0x6a	0xf285	;
0x6b	0xf286	;
0x6c	0xf287	;
0x6d	0xf288	;
0x6e	0xf289	;
0x6f	0xf28a	;
0x70	0xf28b	;
0x71	0xf28c	;
0x72	0xf28d	;
0x73	0xf28e	;
0x74	0xf28f	;
0x75	0xf290	;
0x76	0xf291	;
0x77	0xf292	;
0x78	0xf293	;
0x79	0xf294	;
0x7a	0xf295	;
0x7b	0xf296	;
0x7c	0xf297	;
0x7d	0xf298	;
0x7e	0xf299	;
0x7f	0xf29a	;
0x81	0xf29b	;
0x82	0xf29c	;
0x83	0xf29d	;
0x84	0xf29e	;
0x85	0xf29f	;
0x86	0xf2a0	;
0x87	0xf2a1	;
0x88	0xf2a2	;
0x89	0xf2a3	;
0x8a	0xf2a4	;
0x8b	0xf2a5	;
0x8c	0xf2a6	;
0x8d	0xf2a7	;
0x8e	0xf2a8	;
0x8f	0xf2a9	;
0x90	0xf2aa	;
0x91	0xf2ab	;
0x92	0xf2ac	;
0x93	0xf2ad	;
0x94	0xf2ae	;
0x95	0xf2af	;
0x96	0xf2b0	;
0x97	0xf2b1	;
0x98	0xf2b2	;
0x99	0xf2b3	;
0x9a	0xf2b4	;
0x9b	0xf2b5	;
0x9c	0xf2b6	;
0x9d	0xf2b7	;
0x9e	0xf2b8	;
0x9f	0xf2b9	;
0xa0	0xf2ba	;
0xa1	0xf2bb	;
0xa2	0xf2bc	;
0xa3	0xf2bd	;
0xa4	0xf2be	;
0xa5	0xf2bf	;
0xa6	0xf2c0	;
0xa7	0xf2c1	;
0xa8	0xf2c2	;
0xa9	0xf2c3	;
0xaa	0xf2c4	;
0xab	0xf2c5	;
0xac	0xf2c6	;
0xad	0xf2c7	;
0xae	0xf2c8	;
0xaf	0xf2c9	;
0xb0	0xf2ca	;
0xb1	0xf2cb	;
0xb2	0xf2cc	;
0xb3	0xf2cd	;
0xb4	0xf2ce	;
0xb5	0xf2cf	;
0xb6	0xf2d0	;
0xb7	0xf2d1	;
0xb8	0xf2d2	;
0xb9	0xf2d3	;
0xba	0xf2d4	;
0xbb	0xf2d5	;
0xbc	0xf2d6	;
0xbd	0xf2d7	;
0xbe	0xf2d8	;
0xbf	0xf2d9	;
0xc0	0xf2da	;
0xc1	0xf2db	;
0xc2	0xf2dc	;
0xc3	0xf2dd	;
0xc4	0xf2de	;
0xc5	0xf2df	;
0xc6	0xf2e0	;
0xc7	0xf2e1	;
0xc8	0xf2e2	;
0xc9	0xf2e3	;
0xca	0xf2e4	;
0xcb	0xf2e5	;
0xcc	0xf2e6	;
0xcd	0xf2e7	;
0xce	0xf2e8	;
0xcf	0xf2e9	;
0xd0	0xf2ea	;
0xd1	0xf2eb	;
0xd2	0xf2ec	;
0xd3	0xf2ed	;
0xd4	0xf2ee	;
0xd5	0xf2ef	;
0xd6	0xf2f0	;
0xd7	0xf2f1	;
0xd8	0xf2f2	;
0xd9	0xf2f3	;
0xda	0xf2f4	;
0xdb	0xf2f5	;
0xdc	0xf2f6	;
0xdd	0xf2f7	;
0xde	0xf2f8	;
0xdf	0xf2f9	;
0xe0	0xf2fa	;
0xe1	0xf2fb	;
0xe2	0xf2fc	;
0xe3	0xf2fd	;
0xe4	0xf2fe	;
0xe5	0xf2ff	;
0xe6	0xf300	;
0xe7	0xf301	;
0xe8	0xf302	;
0xe9	0xf303	;
0xea	0xf304	;
0xeb	0xf305	;
0xec	0xf306	;
0xed	0xf307	;
0xee	0xf308	;
0xef	0xf309	;
0xf0	0xf30a	;
0xf1	0xf30b	;
0xf2	0xf30c	;
0xf3	0xf30d	;
0xf4	0xf30e	;
0xf5	0xf30f	;
0xf6	0xf310	;
0xf7	0xf311	;
0xf8	0xf312	;
0xf9	0xf313	;
0xfa	0xf314	;
0xfb	0xf315	;
0xfc	0xf316	;
0xfd	0xf317	;

DBCSTABLE	188	;LeadByte = 0xdc

0x41	0xf318	;
0x42	0xf319	;
0x43	0xf31a	;
0x44	0xf31b	;
0x45	0xf31c	;
0x46	0xf31d	;
0x47	0xf31e	;
0x48	0xf31f	;
0x49	0xf320	;
0x4a	0xf321	;
0x4b	0xf322	;
0x4c	0xf323	;
0x4d	0xf324	;
0x4e	0xf325	;
0x4f	0xf326	;
0x50	0xf327	;
0x51	0xf328	;
0x52	0xf329	;
0x53	0xf32a	;
0x54	0xf32b	;
0x55	0xf32c	;
0x56	0xf32d	;
0x57	0xf32e	;
0x58	0xf32f	;
0x59	0xf330	;
0x5a	0xf331	;
0x5b	0xf332	;
0x5c	0xf333	;
0x5d	0xf334	;
0x5e	0xf335	;
0x5f	0xf336	;
0x60	0xf337	;
0x61	0xf338	;
0x62	0xf339	;
0x63	0xf33a	;
0x64	0xf33b	;
0x65	0xf33c	;
0x66	0xf33d	;
0x67	0xf33e	;
0x68	0xf33f	;
0x69	0xf340	;
0x6a	0xf341	;
0x6b	0xf342	;
0x6c	0xf343	;
0x6d	0xf344	;
0x6e	0xf345	;
0x6f	0xf346	;
0x70	0xf347	;
0x71	0xf348	;
0x72	0xf349	;
0x73	0xf34a	;
0x74	0xf34b	;
0x75	0xf34c	;
0x76	0xf34d	;
0x77	0xf34e	;
0x78	0xf34f	;
0x79	0xf350	;
0x7a	0xf351	;
0x7b	0xf352	;
0x7c	0xf353	;
0x7d	0xf354	;
0x7e	0xf355	;
0x7f	0xf356	;
0x81	0xf357	;
0x82	0xf358	;
0x83	0xf359	;
0x84	0xf35a	;
0x85	0xf35b	;
0x86	0xf35c	;
0x87	0xf35d	;
0x88	0xf35e	;
0x89	0xf35f	;
0x8a	0xf360	;
0x8b	0xf361	;
0x8c	0xf362	;
0x8d	0xf363	;
0x8e	0xf364	;
0x8f	0xf365	;
0x90	0xf366	;
0x91	0xf367	;
0x92	0xf368	;
0x93	0xf369	;
0x94	0xf36a	;
0x95	0xf36b	;
0x96	0xf36c	;
0x97	0xf36d	;
0x98	0xf36e	;
0x99	0xf36f	;
0x9a	0xf370	;
0x9b	0xf371	;
0x9c	0xf372	;
0x9d	0xf373	;
0x9e	0xf374	;
0x9f	0xf375	;
0xa0	0xf376	;
0xa1	0xf377	;
0xa2	0xf378	;
0xa3	0xf379	;
0xa4	0xf37a	;
0xa5	0xf37b	;
0xa6	0xf37c	;
0xa7	0xf37d	;
0xa8	0xf37e	;
0xa9	0xf37f	;
0xaa	0xf380	;
0xab	0xf381	;
0xac	0xf382	;
0xad	0xf383	;
0xae	0xf384	;
0xaf	0xf385	;
0xb0	0xf386	;
0xb1	0xf387	;
0xb2	0xf388	;
0xb3	0xf389	;
0xb4	0xf38a	;
0xb5	0xf38b	;
0xb6	0xf38c	;
0xb7	0xf38d	;
0xb8	0xf38e	;
0xb9	0xf38f	;
0xba	0xf390	;
0xbb	0xf391	;
0xbc	0xf392	;
0xbd	0xf393	;
0xbe	0xf394	;
0xbf	0xf395	;
0xc0	0xf396	;
0xc1	0xf397	;
0xc2	0xf398	;
0xc3	0xf399	;
0xc4	0xf39a	;
0xc5	0xf39b	;
0xc6	0xf39c	;
0xc7	0xf39d	;
0xc8	0xf39e	;
0xc9	0xf39f	;
0xca	0xf3a0	;
0xcb	0xf3a1	;
0xcc	0xf3a2	;
0xcd	0xf3a3	;
0xce	0xf3a4	;
0xcf	0xf3a5	;
0xd0	0xf3a6	;
0xd1	0xf3a7	;
0xd2	0xf3a8	;
0xd3	0xf3a9	;
0xd4	0xf3aa	;
0xd5	0xf3ab	;
0xd6	0xf3ac	;
0xd7	0xf3ad	;
0xd8	0xf3ae	;
0xd9	0xf3af	;
0xda	0xf3b0	;
0xdb	0xf3b1	;
0xdc	0xf3b2	;
0xdd	0xf3b3	;
0xde	0xf3b4	;
0xdf	0xf3b5	;
0xe0	0xf3b6	;
0xe1	0xf3b7	;
0xe2	0xf3b8	;
0xe3	0xf3b9	;
0xe4	0xf3ba	;
0xe5	0xf3bb	;
0xe6	0xf3bc	;
0xe7	0xf3bd	;
0xe8	0xf3be	;
0xe9	0xf3bf	;
0xea	0xf3c0	;
0xeb	0xf3c1	;
0xec	0xf3c2	;
0xed	0xf3c3	;
0xee	0xf3c4	;
0xef	0xf3c5	;
0xf0	0xf3c6	;
0xf1	0xf3c7	;
0xf2	0xf3c8	;
0xf3	0xf3c9	;
0xf4	0xf3ca	;
0xf5	0xf3cb	;
0xf6	0xf3cc	;
0xf7	0xf3cd	;
0xf8	0xf3ce	;
0xf9	0xf3cf	;
0xfa	0xf3d0	;
0xfb	0xf3d1	;
0xfc	0xf3d2	;
0xfd	0xf3d3	;

DBCSTABLE	188	;LeadByte = 0xdd

0x41	0xf3d4	;
0x42	0xf3d5	;
0x43	0xf3d6	;
0x44	0xf3d7	;
0x45	0xf3d8	;
0x46	0xf3d9	;
0x47	0xf3da	;
0x48	0xf3db	;
0x49	0xf3dc	;
0x4a	0xf3dd	;
0x4b	0xf3de	;
0x4c	0xf3df	;
0x4d	0xf3e0	;
0x4e	0xf3e1	;
0x4f	0xf3e2	;
0x50	0xf3e3	;
0x51	0xf3e4	;
0x52	0xf3e5	;
0x53	0xf3e6	;
0x54	0xf3e7	;
0x55	0xf3e8	;
0x56	0xf3e9	;
0x57	0xf3ea	;
0x58	0xf3eb	;
0x59	0xf3ec	;
0x5a	0xf3ed	;
0x5b	0xf3ee	;
0x5c	0xf3ef	;
0x5d	0xf3f0	;
0x5e	0xf3f1	;
0x5f	0xf3f2	;
0x60	0xf3f3	;
0x61	0xf3f4	;
0x62	0xf3f5	;
0x63	0xf3f6	;
0x64	0xf3f7	;
0x65	0xf3f8	;
0x66	0xf3f9	;
0x67	0xf3fa	;
0x68	0xf3fb	;
0x69	0xf3fc	;
0x6a	0xf3fd	;
0x6b	0xf3fe	;
0x6c	0xf3ff	;
0x6d	0xf400	;
0x6e	0xf401	;
0x6f	0xf402	;
0x70	0xf403	;
0x71	0xf404	;
0x72	0xf405	;
0x73	0xf406	;
0x74	0xf407	;
0x75	0xf408	;
0x76	0xf409	;
0x77	0xf40a	;
0x78	0xf40b	;
0x79	0xf40c	;
0x7a	0xf40d	;
0x7b	0xf40e	;
0x7c	0xf40f	;
0x7d	0xf410	;
0x7e	0xf411	;
0x7f	0xf412	;
0x81	0xf413	;
0x82	0xf414	;
0x83	0xf415	;
0x84	0xf416	;
0x85	0xf417	;
0x86	0xf418	;
0x87	0xf419	;
0x88	0xf41a	;
0x89	0xf41b	;
0x8a	0xf41c	;
0x8b	0xf41d	;
0x8c	0xf41e	;
0x8d	0xf41f	;
0x8e	0xf420	;
0x8f	0xf421	;
0x90	0xf422	;
0x91	0xf423	;
0x92	0xf424	;
0x93	0xf425	;
0x94	0xf426	;
0x95	0xf427	;
0x96	0xf428	;
0x97	0xf429	;
0x98	0xf42a	;
0x99	0xf42b	;
0x9a	0xf42c	;
0x9b	0xf42d	;
0x9c	0xf42e	;
0x9d	0xf42f	;
0x9e	0xf430	;
0x9f	0xf431	;
0xa0	0xf432	;
0xa1	0xf433	;
0xa2	0xf434	;
0xa3	0xf435	;
0xa4	0xf436	;
0xa5	0xf437	;
0xa6	0xf438	;
0xa7	0xf439	;
0xa8	0xf43a	;
0xa9	0xf43b	;
0xaa	0xf43c	;
0xab	0xf43d	;
0xac	0xf43e	;
0xad	0xf43f	;
0xae	0xf440	;
0xaf	0xf441	;
0xb0	0xf442	;
0xb1	0xf443	;
0xb2	0xf444	;
0xb3	0xf445	;
0xb4	0xf446	;
0xb5	0xf447	;
0xb6	0xf448	;
0xb7	0xf449	;
0xb8	0xf44a	;
0xb9	0xf44b	;
0xba	0xf44c	;
0xbb	0xf44d	;
0xbc	0xf44e	;
0xbd	0xf44f	;
0xbe	0xf450	;
0xbf	0xf451	;
0xc0	0xf452	;
0xc1	0xf453	;
0xc2	0xf454	;
0xc3	0xf455	;
0xc4	0xf456	;
0xc5	0xf457	;
0xc6	0xf458	;
0xc7	0xf459	;
0xc8	0xf45a	;
0xc9	0xf45b	;
0xca	0xf45c	;
0xcb	0xf45d	;
0xcc	0xf45e	;
0xcd	0xf45f	;
0xce	0xf460	;
0xcf	0xf461	;
0xd0	0xf462	;
0xd1	0xf463	;
0xd2	0xf464	;
0xd3	0xf465	;
0xd4	0xf466	;
0xd5	0xf467	;
0xd6	0xf468	;
0xd7	0xf469	;
0xd8	0xf46a	;
0xd9	0xf46b	;
0xda	0xf46c	;
0xdb	0xf46d	;
0xdc	0xf46e	;
0xdd	0xf46f	;
0xde	0xf470	;
0xdf	0xf471	;
0xe0	0xf472	;
0xe1	0xf473	;
0xe2	0xf474	;
0xe3	0xf475	;
0xe4	0xf476	;
0xe5	0xf477	;
